,file_name,width,height,id,category_id,is_crowd,area,xmin,ymin,w,h
942,train/0942.jpg,1024,1024,4500,0,0,699418.86,307.1,371.3,368.4,284.2
942,train/0942.jpg,1024,1024,4501,7,0,16212.5,307.1,371.3,368.4,284.2
942,train/0942.jpg,1024,1024,4502,7,0,17870.54,307.1,371.3,368.4,284.2
942,train/0942.jpg,1024,1024,4503,7,0,21192.08,307.1,371.3,368.4,284.2
942,train/0942.jpg,1024,1024,4504,7,0,22681.57,307.1,371.3,368.4,284.2
942,train/0942.jpg,1024,1024,4505,7,0,25171.68,307.1,371.3,368.4,284.2
942,train/0942.jpg,1024,1024,4506,1,0,15664.32,307.1,371.3,368.4,284.2
943,train/0943.jpg,1024,1024,4507,5,0,88374.08,364.0,461.5,51.8,35.3
944,train/0944.jpg,1024,1024,4508,7,0,26123.79,411.8,425.1,65.4,62.2
944,train/0944.jpg,1024,1024,4509,7,0,116562.16,411.8,425.1,65.4,62.2
944,train/0944.jpg,1024,1024,4510,7,0,38918.1,411.8,425.1,65.4,62.2
944,train/0944.jpg,1024,1024,4511,7,0,279219.31,411.8,425.1,65.4,62.2
945,train/0945.jpg,1024,1024,4512,1,0,967995.06,532.7,543.5,107.7,75.4
945,train/0945.jpg,1024,1024,4513,9,0,76113.42,532.7,543.5,107.7,75.4
945,train/0945.jpg,1024,1024,4514,9,0,179839.6,532.7,543.5,107.7,75.4
946,train/0946.jpg,1024,1024,4515,5,0,24905.44,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4516,1,0,7833.4,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4517,1,0,1676.78,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4518,1,0,22153.88,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4519,1,0,4189.5,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4520,1,0,106038.24,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4521,1,0,71522.64,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4522,7,0,29445.0,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4523,7,0,5514.1,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4524,7,0,35658.32,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4525,1,0,14058.12,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4526,1,0,12181.8,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4527,1,0,24491.35,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4528,1,0,913.63,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4529,1,0,4747.68,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4530,1,0,8061.48,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4531,1,0,31804.45,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4532,1,0,10027.64,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4533,1,0,8224.26,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4534,1,0,5252.25,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4535,1,0,1645.02,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4536,1,0,3258.92,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4537,1,0,6161.83,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4538,1,0,2955.54,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4539,1,0,3646.86,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4540,1,0,8397.92,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4541,1,0,13079.87,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4542,1,0,14246.0,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4543,1,0,1904.85,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4544,1,0,5685.84,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4545,1,0,8428.8,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4546,1,0,10885.22,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4547,1,0,3468.96,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4548,1,0,2519.78,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4549,1,0,19514.82,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4550,1,0,56155.8,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4551,1,0,126241.5,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4552,1,0,62725.25,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4553,1,0,2951.08,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4554,1,0,1371.75,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4555,1,0,58011.66,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4556,1,0,12881.61,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4557,9,0,17487.12,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4558,1,0,79196.97,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4559,1,0,83330.84,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4560,1,0,78421.68,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4561,1,0,115019.73,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4562,1,0,91869.92,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4563,0,0,17922.24,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4564,6,0,10133.76,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4565,1,0,5985.96,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4566,6,0,2565.57,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4567,1,0,4172.49,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4568,7,0,6691.5,388.1,538.7,204.9,65.3
946,train/0946.jpg,1024,1024,4569,7,0,53269.02,388.1,538.7,204.9,65.3
947,train/0947.jpg,1024,1024,4570,0,0,147307.66,340.0,401.5,316.3,197.3
948,train/0948.jpg,1024,1024,4571,5,0,339138.0,566.2,344.1,33.9,87.6
948,train/0948.jpg,1024,1024,4572,0,0,24376.44,566.2,344.1,33.9,87.6
949,train/0949.jpg,1024,1024,4573,8,0,151737.85,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4574,8,0,4124.16,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4575,8,0,27918.28,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4576,5,0,26791.32,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4577,8,0,6987.06,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4578,8,0,56812.47,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4579,8,0,140395.18,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4580,8,0,144722.24,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4581,8,0,1639.08,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4582,8,0,14897.91,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4583,8,0,47006.9,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4584,8,0,4423.9,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4585,8,0,38782.86,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4586,8,0,34018.65,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4587,8,0,146131.0,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4588,8,0,57902.85,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4589,8,0,13549.68,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4590,8,0,24079.48,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4591,8,0,39670.68,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4592,8,0,45260.67,417.9,361.7,368.8,243.8
949,train/0949.jpg,1024,1024,4593,8,0,30271.94,417.9,361.7,368.8,243.8
950,train/0950.jpg,1024,1024,4594,2,0,2843.33,0.0,0.0,1023.7,1023.7
950,train/0950.jpg,1024,1024,4595,2,0,11574.15,0.0,0.0,1023.7,1023.7
950,train/0950.jpg,1024,1024,4596,7,0,67024.79,0.0,0.0,1023.7,1023.7
951,train/0951.jpg,1024,1024,4597,1,0,213486.4,193.7,256.5,130.4,102.1
952,train/0952.jpg,1024,1024,4598,7,0,536444.07,187.6,193.3,492.4,509.0
953,train/0953.jpg,1024,1024,4599,0,0,74439.45,438.5,249.8,155.0,44.7
954,train/0954.jpg,1024,1024,4600,7,0,30261.89,141.9,161.8,239.1,170.0
955,train/0955.jpg,1024,1024,4601,0,0,112779.04,235.0,171.8,222.5,90.2
956,train/0956.jpg,1024,1024,4602,1,0,886960.9,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4603,0,0,64073.08,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4604,1,0,19167.05,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4605,1,0,763373.09,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4606,1,0,34787.5,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4607,1,0,83648.32,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4608,1,0,37797.12,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4609,1,0,129127.8,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4610,1,0,41842.56,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4611,0,0,55981.6,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4612,0,0,59407.08,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4613,0,0,22057.25,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4614,0,0,15440.88,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4615,1,0,7457.52,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4616,1,0,7745.07,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4617,2,0,10434.6,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4618,2,0,11526.0,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4619,2,0,31313.52,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4620,1,0,20891.1,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4621,1,0,6888.5,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4622,1,0,20314.92,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4623,1,0,13265.28,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4624,1,0,31648.7,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4625,1,0,80865.9,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4626,1,0,29682.9,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4627,1,0,21918.0,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4628,1,0,39644.68,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4629,1,0,116958.38,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4630,2,0,59777.2,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4631,2,0,57045.68,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4632,1,0,21334.39,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4633,0,0,7188.3,215.4,199.8,233.2,110.7
956,train/0956.jpg,1024,1024,4634,0,0,46557.0,215.4,199.8,233.2,110.7
957,train/0957.jpg,1024,1024,4635,1,0,165763.45,139.3,308.4,543.1,286.7
958,train/0958.jpg,1024,1024,4636,7,0,431224.8,522.7,287.3,149.6,148.2
959,train/0959.jpg,1024,1024,4637,7,0,18324.8,435.0,240.9,168.9,129.1
959,train/0959.jpg,1024,1024,4638,0,0,13464.0,435.0,240.9,168.9,129.1
959,train/0959.jpg,1024,1024,4639,2,0,147543.68,435.0,240.9,168.9,129.1
959,train/0959.jpg,1024,1024,4640,1,0,14912.5,435.0,240.9,168.9,129.1
959,train/0959.jpg,1024,1024,4641,3,0,1975.4,435.0,240.9,168.9,129.1
960,train/0960.jpg,1024,1024,4642,7,0,174380.36,192.9,248.4,379.3,271.6
960,train/0960.jpg,1024,1024,4643,7,0,137163.04,192.9,248.4,379.3,271.6
960,train/0960.jpg,1024,1024,4644,7,0,80170.47,192.9,248.4,379.3,271.6
961,train/0961.jpg,1024,1024,4645,1,0,200640.51,434.1,431.8,522.7,393.6
962,train/0962.jpg,1024,1024,4646,2,0,121074.0,285.9,564.4,67.9,55.3
962,train/0962.jpg,1024,1024,4647,5,0,129208.59,285.9,564.4,67.9,55.3
962,train/0962.jpg,1024,1024,4648,0,0,3681.15,285.9,564.4,67.9,55.3
963,train/0963.jpg,1024,1024,4649,7,0,343771.75,269.2,573.5,436.5,289.5
963,train/0963.jpg,1024,1024,4650,7,0,503303.48,269.2,573.5,436.5,289.5
964,train/0964.jpg,1024,1024,4651,1,0,38626.39,322.0,112.3,345.7,756.8
964,train/0964.jpg,1024,1024,4652,1,0,785541.3,322.0,112.3,345.7,756.8
965,train/0965.jpg,1024,1024,4653,7,0,287067.7,90.8,863.7,75.9,68.8
965,train/0965.jpg,1024,1024,4654,1,0,16117.36,90.8,863.7,75.9,68.8
966,train/0966.jpg,1024,1024,4655,5,0,208516.32,0.0,0.0,1021.7,1023.7
966,train/0966.jpg,1024,1024,4656,1,0,148954.8,0.0,0.0,1021.7,1023.7
966,train/0966.jpg,1024,1024,4657,0,0,13426.87,0.0,0.0,1021.7,1023.7
967,train/0967.jpg,1024,1024,4658,2,0,136922.1,202.9,510.3,319.2,140.9
967,train/0967.jpg,1024,1024,4659,0,0,8941.54,202.9,510.3,319.2,140.9
968,train/0968.jpg,1024,1024,4660,5,0,183285.4,755.6,347.8,107.9,137.5
969,train/0969.jpg,1024,1024,4661,9,0,80508.89,797.5,428.0,94.5,137.1
969,train/0969.jpg,1024,1024,4662,9,0,90638.08,797.5,428.0,94.5,137.1
970,train/0970.jpg,1024,1024,4663,7,0,457147.7,723.3,600.4,39.4,58.9
970,train/0970.jpg,1024,1024,4664,7,0,14940.45,723.3,600.4,39.4,58.9
970,train/0970.jpg,1024,1024,4665,4,0,12160.68,723.3,600.4,39.4,58.9
970,train/0970.jpg,1024,1024,4666,4,0,75775.0,723.3,600.4,39.4,58.9
970,train/0970.jpg,1024,1024,4667,4,0,5621.39,723.3,600.4,39.4,58.9
971,train/0971.jpg,1024,1024,4668,7,0,79570.47,739.0,530.6,59.9,94.5
972,train/0972.jpg,1024,1024,4669,0,0,47412.66,448.5,679.6,101.8,104.6
972,train/0972.jpg,1024,1024,4670,5,0,15517.87,448.5,679.6,101.8,104.6
972,train/0972.jpg,1024,1024,4671,1,0,10476.79,448.5,679.6,101.8,104.6
972,train/0972.jpg,1024,1024,4672,0,0,113028.02,448.5,679.6,101.8,104.6
972,train/0972.jpg,1024,1024,4673,0,0,10751.13,448.5,679.6,101.8,104.6
972,train/0972.jpg,1024,1024,4674,4,0,61916.4,448.5,679.6,101.8,104.6
973,train/0973.jpg,1024,1024,4675,1,0,1047961.69,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4676,1,0,27954.63,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4677,0,0,26341.22,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4678,1,0,7153.65,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4679,1,0,44892.0,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4680,1,0,9389.56,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4681,1,0,94792.8,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4682,1,0,106077.19,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4683,7,0,4446.9,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4684,1,0,24146.07,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4685,2,0,24925.34,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4686,1,0,38613.45,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4687,1,0,9843.78,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4688,1,0,66126.69,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4689,1,0,99380.75,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4690,1,0,488157.56,182.9,793.4,121.1,110.4
973,train/0973.jpg,1024,1024,4691,2,0,4663.23,182.9,793.4,121.1,110.4
974,train/0974.jpg,1024,1024,4692,9,0,184973.64,468.1,319.3,183.1,102.6
975,train/0975.jpg,1024,1024,4693,0,0,13733.33,244.1,380.6,329.1,132.4
975,train/0975.jpg,1024,1024,4694,3,0,6286.72,244.1,380.6,329.1,132.4
975,train/0975.jpg,1024,1024,4695,9,0,318441.9,244.1,380.6,329.1,132.4
975,train/0975.jpg,1024,1024,4696,3,0,266912.84,244.1,380.6,329.1,132.4
975,train/0975.jpg,1024,1024,4697,5,0,1441.89,244.1,380.6,329.1,132.4
976,train/0976.jpg,1024,1024,4698,7,0,418288.5,624.5,220.1,115.6,143.2
977,train/0977.jpg,1024,1024,4699,1,0,58395.98,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4700,1,0,13433.38,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4701,1,0,5004.15,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4702,1,0,1310.4,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4703,1,0,31137.54,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4704,1,0,2050.0,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4705,1,0,74204.24,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4706,1,0,2696.76,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4707,1,0,43618.5,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4708,1,0,7300.5,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4709,1,0,165395.23,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4710,1,0,64872.0,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4711,1,0,49701.64,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4712,1,0,66695.85,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4713,7,0,130477.2,645.8,318.0,115.3,106.3
977,train/0977.jpg,1024,1024,4714,7,0,90880.16,645.8,318.0,115.3,106.3
978,train/0978.jpg,1024,1024,4715,5,0,127667.4,644.8,177.8,16.8,58.6
978,train/0978.jpg,1024,1024,4716,5,0,113907.12,644.8,177.8,16.8,58.6
978,train/0978.jpg,1024,1024,4717,1,0,36860.16,644.8,177.8,16.8,58.6
978,train/0978.jpg,1024,1024,4718,0,0,30178.68,644.8,177.8,16.8,58.6
978,train/0978.jpg,1024,1024,4719,1,0,76544.6,644.8,177.8,16.8,58.6
978,train/0978.jpg,1024,1024,4720,0,0,6160.44,644.8,177.8,16.8,58.6
979,train/0979.jpg,1024,1024,4721,9,0,11224.26,632.1,380.3,224.0,169.7
979,train/0979.jpg,1024,1024,4722,9,0,22365.0,632.1,380.3,224.0,169.7
979,train/0979.jpg,1024,1024,4723,9,0,15355.08,632.1,380.3,224.0,169.7
979,train/0979.jpg,1024,1024,4724,9,0,5604.56,632.1,380.3,224.0,169.7
979,train/0979.jpg,1024,1024,4725,1,0,18323.28,632.1,380.3,224.0,169.7
979,train/0979.jpg,1024,1024,4726,1,0,37139.7,632.1,380.3,224.0,169.7
979,train/0979.jpg,1024,1024,4727,1,0,465798.11,632.1,380.3,224.0,169.7
980,train/0980.jpg,1024,1024,4728,2,0,142133.88,434.5,468.3,81.3,106.7
981,train/0981.jpg,1024,1024,4729,7,0,83016.36,752.3,535.0,147.8,118.2
981,train/0981.jpg,1024,1024,4730,7,0,111560.4,752.3,535.0,147.8,118.2
981,train/0981.jpg,1024,1024,4731,7,0,81764.54,752.3,535.0,147.8,118.2
981,train/0981.jpg,1024,1024,4732,7,0,103580.4,752.3,535.0,147.8,118.2
981,train/0981.jpg,1024,1024,4733,2,0,2723.4,752.3,535.0,147.8,118.2
981,train/0981.jpg,1024,1024,4734,7,0,3532.2,752.3,535.0,147.8,118.2
981,train/0981.jpg,1024,1024,4735,7,0,23374.8,752.3,535.0,147.8,118.2
981,train/0981.jpg,1024,1024,4736,7,0,5196.45,752.3,535.0,147.8,118.2
982,train/0982.jpg,1024,1024,4737,9,0,334793.8,128.0,590.2,281.4,247.5
982,train/0982.jpg,1024,1024,4738,0,0,42251.43,128.0,590.2,281.4,247.5
982,train/0982.jpg,1024,1024,4739,5,0,49184.3,128.0,590.2,281.4,247.5
983,train/0983.jpg,1024,1024,4740,0,0,790929.76,290.8,728.0,168.1,127.0
983,train/0983.jpg,1024,1024,4741,1,0,408062.0,290.8,728.0,168.1,127.0
984,train/0984.jpg,1024,1024,4742,1,0,62472.38,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4743,7,0,229513.54,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4744,7,0,17782.1,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4745,3,0,4744.32,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4746,3,0,89213.6,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4747,3,0,86090.76,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4748,3,0,124791.79,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4749,3,0,28622.12,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4750,3,0,123598.17,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4751,3,0,90008.1,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4752,0,0,25205.4,383.2,527.6,167.1,209.9
984,train/0984.jpg,1024,1024,4753,0,0,67390.2,383.2,527.6,167.1,209.9
985,train/0985.jpg,1024,1024,4754,0,0,44535.12,163.6,874.7,27.4,42.0
985,train/0985.jpg,1024,1024,4755,0,0,12625.44,163.6,874.7,27.4,42.0
985,train/0985.jpg,1024,1024,4756,6,0,359840.48,163.6,874.7,27.4,42.0
985,train/0985.jpg,1024,1024,4757,0,0,147139.25,163.6,874.7,27.4,42.0
985,train/0985.jpg,1024,1024,4758,1,0,85478.4,163.6,874.7,27.4,42.0
985,train/0985.jpg,1024,1024,4759,7,0,189660.2,163.6,874.7,27.4,42.0
986,train/0986.jpg,1024,1024,4760,1,0,281937.18,512.0,397.2,240.5,217.1
986,train/0986.jpg,1024,1024,4761,0,0,2559.48,512.0,397.2,240.5,217.1
986,train/0986.jpg,1024,1024,4762,0,0,1347.73,512.0,397.2,240.5,217.1
987,train/0987.jpg,1024,1024,4763,5,0,50185.64,619.7,437.5,103.6,161.5
987,train/0987.jpg,1024,1024,4764,0,0,14902.98,619.7,437.5,103.6,161.5
988,train/0988.jpg,1024,1024,4765,1,0,13745.4,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4766,1,0,47477.36,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4767,1,0,144339.3,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4768,1,0,202429.0,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4769,1,0,48252.08,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4770,1,0,28148.62,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4771,1,0,44331.24,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4772,1,0,138801.39,504.9,549.2,239.7,192.0
988,train/0988.jpg,1024,1024,4773,1,0,144773.63,504.9,549.2,239.7,192.0
989,train/0989.jpg,1024,1024,4774,0,0,15600.26,620.2,570.2,96.8,129.4
989,train/0989.jpg,1024,1024,4775,1,0,95071.8,620.2,570.2,96.8,129.4
989,train/0989.jpg,1024,1024,4776,2,0,64553.61,620.2,570.2,96.8,129.4
989,train/0989.jpg,1024,1024,4777,5,0,50354.64,620.2,570.2,96.8,129.4
989,train/0989.jpg,1024,1024,4778,0,0,4081.14,620.2,570.2,96.8,129.4
990,train/0990.jpg,1024,1024,4779,4,0,151677.9,464.8,427.3,64.0,53.2
991,train/0991.jpg,1024,1024,4780,0,0,236234.96,462.0,638.3,79.7,25.4
991,train/0991.jpg,1024,1024,4781,0,0,100812.6,462.0,638.3,79.7,25.4
991,train/0991.jpg,1024,1024,4782,7,0,48164.44,462.0,638.3,79.7,25.4
991,train/0991.jpg,1024,1024,4783,0,0,50327.5,462.0,638.3,79.7,25.4
991,train/0991.jpg,1024,1024,4784,7,0,373536.0,462.0,638.3,79.7,25.4
992,train/0992.jpg,1024,1024,4785,7,0,6469.9,240.0,492.4,173.7,118.9
992,train/0992.jpg,1024,1024,4786,0,0,1137.6,240.0,492.4,173.7,118.9
992,train/0992.jpg,1024,1024,4787,0,0,1692.86,240.0,492.4,173.7,118.9
993,train/0993.jpg,1024,1024,4788,7,0,86556.28,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4789,6,0,129538.36,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4790,7,0,3624.7,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4791,7,0,41420.8,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4792,7,0,32338.44,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4793,7,0,18771.96,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4794,7,0,12942.43,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4795,7,0,68527.13,179.1,327.4,537.1,505.4
993,train/0993.jpg,1024,1024,4796,0,0,1081.0,179.1,327.4,537.1,505.4
994,train/0994.jpg,1024,1024,4797,1,0,626354.98,67.0,374.4,815.7,146.7
995,train/0995.jpg,1024,1024,4798,1,0,31350.72,451.6,440.7,555.6,377.3
996,train/0996.jpg,1024,1024,4799,7,0,141412.12,139.9,341.8,767.7,421.1
997,train/0997.jpg,1024,1024,4800,1,0,362446.48,116.1,140.7,823.4,609.8
997,train/0997.jpg,1024,1024,4801,0,0,4893.65,116.1,140.7,823.4,609.8
998,train/0998.jpg,1024,1024,4802,5,0,63973.19,0.0,618.2,317.3,328.7
998,train/0998.jpg,1024,1024,4803,5,0,57491.1,0.0,618.2,317.3,328.7
998,train/0998.jpg,1024,1024,4804,5,0,83891.58,0.0,618.2,317.3,328.7
999,train/0999.jpg,1024,1024,4805,1,0,103124.12,0.3,492.7,234.7,327.6
999,train/0999.jpg,1024,1024,4806,1,0,35906.06,0.3,492.7,234.7,327.6
999,train/0999.jpg,1024,1024,4807,6,0,45198.4,0.3,492.7,234.7,327.6
999,train/0999.jpg,1024,1024,4808,6,0,13531.96,0.3,492.7,234.7,327.6
1000,train/1000.jpg,1024,1024,4809,0,0,432135.47,477.5,609.5,53.5,33.5
