image_id,category_id,area,bbox,iscrowd,bbox_id,x_min,y_min,x_max,y_max,w,h
956,2,7457.52,"[596.7, 241.0, 55.2, 135.1]",0,4615,596.7,241.0,651.9000000000001,376.1,55.2,135.1
956,2,7745.07,"[577.4, 245.3, 59.9, 129.3]",0,4616,577.4,245.3,637.3,374.6,59.9,129.3
956,3,10434.6,"[468.7, 337.0, 168.3, 62.0]",0,4617,468.7,337.0,637.0,399.0,168.3,62.0
956,3,11526.0,"[463.6, 329.7, 170.0, 67.8]",0,4618,463.6,329.7,633.6,397.5,170.0,67.8
956,3,31313.52,"[420.2, 216.4, 205.2, 152.6]",0,4619,420.2,216.4,625.4,369.0,205.2,152.6
956,2,20891.1,"[267.9, 539.2, 83.0, 251.7]",0,4620,267.9,539.2,350.9,790.9000000000001,83.0,251.7
956,2,6888.5,"[0.0, 107.2, 59.9, 115.0]",0,4621,0.0,107.2,59.9,222.2,59.9,115.0
956,2,20314.92,"[84.3, 146.0, 152.4, 133.3]",0,4622,84.3,146.0,236.7,279.3,152.4,133.3
956,2,13265.28,"[58.2, 153.4, 176.4, 75.2]",0,4623,58.2,153.4,234.60000000000002,228.60000000000002,176.4,75.2
956,2,31648.7,"[0.0, 465.5, 95.5, 331.4]",0,4624,0.0,465.5,95.5,796.9,95.5,331.4
956,2,80865.9,"[328.8, 410.9, 171.0, 472.9]",0,4625,328.8,410.9,499.8,883.8,171.0,472.9
956,2,29682.9,"[418.5, 584.1, 129.0, 230.1]",0,4626,418.5,584.1,547.5,814.2,129.0,230.1
956,2,21918.0,"[459.5, 607.2, 130.0, 168.6]",0,4627,459.5,607.2,589.5,775.8000000000001,130.0,168.6
956,2,39644.68,"[269.9, 113.5, 67.4, 588.2]",0,4628,269.9,113.5,337.29999999999995,701.7,67.4,588.2
956,2,116958.38,"[296.6, 0.0, 190.3, 614.6]",0,4629,296.6,0.0,486.90000000000003,614.6,190.3,614.6
956,3,59777.2,"[400.9, 383.7, 288.5, 207.2]",0,4630,400.9,383.7,689.4,590.9,288.5,207.2
956,3,57045.68,"[411.1, 479.0, 285.8, 199.6]",0,4631,411.1,479.0,696.9000000000001,678.6,285.8,199.6
956,2,21334.39,"[452.7, 168.6, 188.3, 113.3]",0,4632,452.7,168.6,641.0,281.9,188.3,113.3
956,1,7188.3,"[289.5, 47.0, 114.1, 63.0]",0,4633,289.5,47.0,403.6,110.0,114.1,63.0
956,1,46557.0,"[763.3, 351.0, 157.5, 295.6]",0,4634,763.3,351.0,920.8,646.6,157.5,295.6
957,2,165763.45,"[293.9, 396.4, 489.7, 338.5]",0,4635,293.9,396.4,783.5999999999999,734.9,489.7,338.5
958,8,431224.8,"[247.6, 128.0, 509.0, 847.2]",0,4636,247.6,128.0,756.6,975.2,509.0,847.2
959,8,18324.8,"[433.1, 622.8, 176.2, 104.0]",0,4637,433.1,622.8,609.3,726.8,176.2,104.0
959,1,13464.0,"[242.7, 339.0, 72.0, 187.0]",0,4638,242.7,339.0,314.7,526.0,72.0,187.0
959,3,147543.68,"[304.7, 343.4, 454.4, 324.7]",0,4639,304.7,343.4,759.0999999999999,668.0999999999999,454.4,324.7
959,2,14912.5,"[475.1, 621.6, 119.3, 125.0]",0,4640,475.1,621.6,594.4,746.6,119.3,125.0
959,4,1975.4,"[670.7, 596.1, 47.6, 41.5]",0,4641,670.7,596.1,718.3000000000001,637.6,47.6,41.5
960,8,174380.36,"[69.1, 244.5, 338.8, 514.7]",0,4642,69.1,244.5,407.9,759.2,338.8,514.7
960,8,137163.04,"[414.7, 262.4, 298.7, 459.2]",0,4643,414.7,262.4,713.4,721.5999999999999,298.7,459.2
960,8,80170.47,"[712.6, 375.9, 311.1, 257.7]",0,4644,712.6,375.9,1023.7,633.5999999999999,311.1,257.7
961,2,200640.51,"[378.4, 194.4, 333.9, 600.9]",0,4645,378.4,194.4,712.3,795.3,333.9,600.9
962,3,121074.0,"[317.6, 384.8, 340.0, 356.1]",0,4646,317.6,384.8,657.6,740.9000000000001,340.0,356.1
962,6,129208.59,"[263.1, 180.8, 406.7, 317.7]",0,4647,263.1,180.8,669.8,498.5,406.7,317.7
962,1,3681.15,"[452.7, 125.0, 34.5, 106.7]",0,4648,452.7,125.0,487.2,231.7,34.5,106.7
963,8,343771.75,"[100.6, 518.6, 738.5, 465.5]",0,4649,100.6,518.6,839.1,984.1,738.5,465.5
963,8,503303.48,"[39.3, 117.1, 906.2, 555.4]",0,4650,39.3,117.1,945.5,672.5,906.2,555.4
964,2,38626.39,"[452.6, 0.0, 276.1, 139.9]",0,4651,452.6,0.0,728.7,139.9,276.1,139.9
964,2,785541.3,"[124.4, 14.9, 848.5, 925.8]",0,4652,124.4,14.9,972.9,940.6999999999999,848.5,925.8
965,8,287067.7,"[348.7, 123.9, 373.3, 769.0]",0,4653,348.7,123.9,722.0,892.9,373.3,769.0
965,2,16117.36,"[546.5, 116.1, 95.2, 169.3]",0,4654,546.5,116.1,641.7,285.4,95.2,169.3
966,6,208516.32,"[369.1, 232.9, 325.4, 640.8]",0,4655,369.1,232.9,694.5,873.6999999999999,325.4,640.8
966,2,148954.8,"[0.0, 0.0, 245.8, 606.0]",0,4656,0.0,0.0,245.8,606.0,245.8,606.0
966,1,13426.87,"[138.5, 0.0, 87.7, 153.1]",0,4657,138.5,0.0,226.2,153.1,87.7,153.1
967,3,136922.1,"[301.7, 350.0, 395.5, 346.2]",0,4658,301.7,350.0,697.2,696.2,395.5,346.2
967,1,8941.54,"[562.5, 669.7, 129.4, 69.1]",0,4659,562.5,669.7,691.9,738.8000000000001,129.4,69.1
968,6,183285.4,"[200.1, 411.1, 659.3, 278.0]",0,4660,200.1,411.1,859.4,689.1,659.3,278.0
969,10,80508.89,"[424.1, 272.6, 146.3, 550.3]",0,4661,424.1,272.6,570.4000000000001,822.9,146.3,550.3
969,10,90638.08,"[570.9, 241.4, 167.6, 540.8]",0,4662,570.9,241.4,738.5,782.1999999999999,167.6,540.8
970,8,457147.7,"[323.8, 49.8, 475.7, 961.0]",0,4663,323.8,49.8,799.5,1010.8,475.7,961.0
970,8,14940.45,"[489.4, 505.9, 94.5, 158.1]",0,4664,489.4,505.9,583.9,664.0,94.5,158.1
970,5,12160.68,"[479.2, 516.7, 46.7, 260.4]",0,4665,479.2,516.7,525.9,777.1,46.7,260.4
970,5,75775.0,"[485.3, 494.7, 173.2, 437.5]",0,4666,485.3,494.7,658.5,932.2,173.2,437.5
970,5,5621.39,"[514.5, 448.7, 73.1, 76.9]",0,4667,514.5,448.7,587.6,525.6,73.1,76.9
971,8,79570.47,"[458.4, 426.0, 312.9, 254.3]",0,4668,458.4,426.0,771.3,680.3,312.9,254.3
972,1,47412.66,"[390.1, 265.7, 197.8, 239.7]",0,4669,390.1,265.7,587.9000000000001,505.4,197.8,239.7
972,6,15517.87,"[335.9, 384.5, 127.3, 121.9]",0,4670,335.9,384.5,463.2,506.4,127.3,121.9
972,2,10476.79,"[335.9, 416.0, 127.3, 82.3]",0,4671,335.9,416.0,463.2,498.3,127.3,82.3
972,1,113028.02,"[166.9, 531.3, 405.7, 278.6]",0,4672,166.9,531.3,572.6,809.9,405.7,278.6
972,1,10751.13,"[776.5, 446.2, 105.3, 102.1]",0,4673,776.5,446.2,881.8,548.3,105.3,102.1
972,5,61916.4,"[461.5, 387.8, 352.8, 175.5]",0,4674,461.5,387.8,814.3,563.3,352.8,175.5
973,2,1047961.69,"[0.0, 0.0, 1023.7, 1023.7]",0,4675,0.0,0.0,1023.7,1023.7,1023.7,1023.7
973,2,27954.63,"[774.4, 472.4, 168.3, 166.1]",0,4676,774.4,472.4,942.7,638.5,168.3,166.1
973,1,26341.22,"[802.9, 505.9, 195.7, 134.6]",0,4677,802.9,505.9,998.5999999999999,640.5,195.7,134.6
973,2,7153.65,"[568.9, 632.4, 94.5, 75.7]",0,4678,568.9,632.4,663.4,708.1,94.5,75.7
973,2,44892.0,"[500.8, 690.8, 215.0, 208.8]",0,4679,500.8,690.8,715.8,899.5999999999999,215.0,208.8
973,2,9389.56,"[403.6, 875.9, 122.9, 76.4]",0,4680,403.6,875.9,526.5,952.3,122.9,76.4
973,2,94792.8,"[650.5, 222.5, 373.2, 254.0]",0,4681,650.5,222.5,1023.7,476.5,373.2,254.0
973,2,106077.19,"[628.8, 165.3, 311.9, 340.1]",0,4682,628.8,165.3,940.6999999999999,505.40000000000003,311.9,340.1
973,8,4446.9,"[775.4, 454.9, 61.0, 72.9]",0,4683,775.4,454.9,836.4,527.8,61.0,72.9
973,2,24146.07,"[645.1, 268.2, 183.9, 131.3]",0,4684,645.1,268.2,829.0,399.5,183.9,131.3
973,3,24925.34,"[661.3, 475.2, 127.3, 195.8]",0,4685,661.3,475.2,788.5999999999999,671.0,127.3,195.8
973,2,38613.45,"[434.8, 718.2, 205.5, 187.9]",0,4686,434.8,718.2,640.3,906.1,205.5,187.9
973,2,9843.78,"[361.3, 799.2, 107.7, 91.4]",0,4687,361.3,799.2,469.0,890.6,107.7,91.4
973,2,66126.69,"[586.8, 264.4, 270.9, 244.1]",0,4688,586.8,264.4,857.6999999999999,508.5,270.9,244.1
973,2,99380.75,"[331.9, 152.6, 364.7, 272.5]",0,4689,331.9,152.6,696.5999999999999,425.1,364.7,272.5
973,2,488157.56,"[0.0, 251.7, 761.2, 641.3]",0,4690,0.0,251.7,761.2,893.0,761.2,641.3
973,3,4663.23,"[658.6, 655.0, 108.7, 42.9]",0,4691,658.6,655.0,767.3000000000001,697.9,108.7,42.9
974,10,184973.64,"[373.2, 340.1, 368.4, 502.1]",0,4692,373.2,340.1,741.5999999999999,842.2,368.4,502.1
975,1,13733.33,"[952.9, 34.2, 70.9, 193.7]",0,4693,952.9,34.2,1023.8,227.89999999999998,70.9,193.7
975,4,6286.72,"[948.6, 324.4, 75.2, 83.6]",0,4694,948.6,324.4,1023.8000000000001,408.0,75.2,83.6
975,10,318441.9,"[411.9, 345.7, 611.8, 520.5]",0,4695,411.9,345.7,1023.6999999999999,866.2,611.8,520.5
975,4,266912.84,"[0.0, 278.0, 505.9, 527.6]",0,4696,0.0,278.0,505.9,805.6,505.9,527.6
975,6,1441.89,"[647.6, 773.4, 33.3, 43.3]",0,4697,647.6,773.4,680.9,816.6999999999999,33.3,43.3
976,8,418288.5,"[255.2, 117.2, 514.5, 813.0]",0,4698,255.2,117.2,769.7,930.2,514.5,813.0
977,2,58395.98,"[520.8, 541.5, 340.7, 171.4]",0,4699,520.8,541.5,861.5,712.9,340.7,171.4
977,2,13433.38,"[758.2, 411.7, 87.4, 153.7]",0,4700,758.2,411.7,845.6,565.4,87.4,153.7
977,2,5004.15,"[758.5, 456.4, 45.7, 109.5]",0,4701,758.5,456.4,804.2,565.9,45.7,109.5
977,2,1310.4,"[765.3, 474.7, 24.0, 54.6]",0,4702,765.3,474.7,789.3,529.3,24.0,54.6
977,2,31137.54,"[664.0, 259.0, 166.6, 186.9]",0,4703,664.0,259.0,830.6,445.9,166.6,186.9
977,2,2050.0,"[775.4, 346.2, 32.8, 62.5]",0,4704,775.4,346.2,808.1999999999999,408.7,32.8,62.5
977,2,74204.24,"[561.4, 241.5, 227.9, 325.6]",0,4705,561.4,241.5,789.3,567.1,227.9,325.6
977,2,2696.76,"[644.1, 546.0, 90.8, 29.7]",0,4706,644.1,546.0,734.9,575.7,90.8,29.7
977,2,43618.5,"[573.6, 338.0, 202.5, 215.4]",0,4707,573.6,338.0,776.1,553.4,202.5,215.4
977,2,7300.5,"[594.3, 401.0, 77.5, 94.2]",0,4708,594.3,401.0,671.8,495.2,77.5,94.2
977,2,165395.23,"[206.6, 228.8, 443.3, 373.1]",0,4709,206.6,228.8,649.9,601.9000000000001,443.3,373.1
977,2,64872.0,"[320.7, 194.8, 212.0, 306.0]",0,4710,320.7,194.8,532.7,500.8,212.0,306.0
977,2,49701.64,"[271.2, 320.8, 225.2, 220.7]",0,4711,271.2,320.8,496.4,541.5,225.2,220.7
977,2,66695.85,"[195.4, 308.3, 263.1, 253.5]",0,4712,195.4,308.3,458.5,561.8,263.1,253.5
977,8,130477.2,"[680.6, 643.3, 343.0, 380.4]",0,4713,680.6,643.3,1023.6,1023.6999999999999,343.0,380.4
977,8,90880.16,"[0.0, 870.6, 593.6, 153.1]",0,4714,0.0,870.6,593.6,1023.7,593.6,153.1
978,6,127667.4,"[556.7, 437.6, 376.6, 339.0]",0,4715,556.7,437.6,933.3000000000001,776.6,376.6,339.0
978,6,113907.12,"[139.5, 369.3, 362.3, 314.4]",0,4716,139.5,369.3,501.8,683.7,362.3,314.4
978,2,36860.16,"[219.8, 521.9, 264.8, 139.2]",0,4717,219.8,521.9,484.6,661.0999999999999,264.8,139.2
978,1,30178.68,"[365.0, 145.5, 103.6, 291.3]",0,4718,365.0,145.5,468.6,436.8,103.6,291.3
978,2,76544.6,"[537.4, 535.4, 316.3, 242.0]",0,4719,537.4,535.4,853.7,777.4,316.3,242.0
978,1,6160.44,"[761.2, 334.2, 57.2, 107.7]",0,4720,761.2,334.2,818.4000000000001,441.9,57.2,107.7
979,10,11224.26,"[876.4, 885.1, 147.3, 76.2]",0,4721,876.4,885.1,1023.7,961.3000000000001,147.3,76.2
979,10,22365.0,"[824.9, 911.2, 198.8, 112.5]",0,4722,824.9,911.2,1023.7,1023.7,198.8,112.5
979,10,15355.08,"[700.6, 962.5, 250.9, 61.2]",0,4723,700.6,962.5,951.5,1023.7,250.9,61.2
979,10,5604.56,"[625.8, 992.0, 176.8, 31.7]",0,4724,625.8,992.0,802.5999999999999,1023.7,176.8,31.7
979,2,18323.28,"[931.9, 552.1, 91.8, 199.6]",0,4725,931.9,552.1,1023.6999999999999,751.7,91.8,199.6
979,2,37139.7,"[863.2, 364.2, 160.5, 231.4]",0,4726,863.2,364.2,1023.7,595.6,160.5,231.4
979,2,465798.11,"[145.9, 347.4, 796.1, 585.1]",0,4727,145.9,347.4,942.0,932.5,796.1,585.1
980,3,142133.88,"[350.2, 385.8, 344.4, 412.7]",0,4728,350.2,385.8,694.5999999999999,798.5,344.4,412.7
981,8,83016.36,"[460.2, 613.6, 291.9, 284.4]",0,4729,460.2,613.6,752.0999999999999,898.0,291.9,284.4
981,8,111560.4,"[402.6, 368.0, 349.5, 319.2]",0,4730,402.6,368.0,752.1,687.2,349.5,319.2
981,8,81764.54,"[232.6, 674.8, 248.6, 328.9]",0,4731,232.6,674.8,481.2,1003.6999999999999,248.6,328.9
981,8,103580.4,"[364.4, 73.7, 292.6, 354.0]",0,4732,364.4,73.7,657.0,427.7,292.6,354.0
981,3,2723.4,"[339.6, 656.0, 76.5, 35.6]",0,4733,339.6,656.0,416.1,691.6,76.5,35.6
981,8,3532.2,"[245.2, 680.1, 87.0, 40.6]",0,4734,245.2,680.1,332.2,720.7,87.0,40.6
981,8,23374.8,"[0.0, 894.7, 181.2, 129.0]",0,4735,0.0,894.7,181.2,1023.7,181.2,129.0
981,8,5196.45,"[396.2, 683.7, 102.9, 50.5]",0,4736,396.2,683.7,499.1,734.2,102.9,50.5
982,10,334793.8,"[166.9, 355.6, 682.0, 490.9]",0,4737,166.9,355.6,848.9,846.5,682.0,490.9
982,1,42251.43,"[0.0, 467.8, 170.3, 248.1]",0,4738,0.0,467.8,170.3,715.9,170.3,248.1
982,6,49184.3,"[0.0, 202.9, 146.6, 335.5]",0,4739,0.0,202.9,146.6,538.4,146.6,335.5
983,1,790929.76,"[21.0, 234.9, 1002.7, 788.8]",0,4740,21.0,234.9,1023.7,1023.6999999999999,1002.7,788.8
983,2,408062.0,"[143.2, 383.0, 746.0, 547.0]",0,4741,143.2,383.0,889.2,930.0,746.0,547.0
984,2,62472.38,"[0.0, 43.7, 110.2, 566.9]",0,4742,0.0,43.7,110.2,610.6,110.2,566.9
984,8,229513.54,"[0.0, 0.0, 1023.7, 224.2]",0,4743,0.0,0.0,1023.7,224.2,1023.7,224.2
984,8,17782.1,"[0.0, 606.1, 95.5, 186.2]",0,4744,0.0,606.1,95.5,792.3,95.5,186.2
984,4,4744.32,"[824.6, 366.7, 16.8, 282.4]",0,4745,824.6,366.7,841.4,649.0999999999999,16.8,282.4
984,4,89213.6,"[839.1, 191.7, 178.0, 501.2]",0,4746,839.1,191.7,1017.1,692.9,178.0,501.2
984,4,86090.76,"[667.4, 196.1, 177.8, 484.2]",0,4747,667.4,196.1,845.2,680.3,177.8,484.2
984,4,124791.79,"[439.1, 128.0, 201.7, 618.7]",0,4748,439.1,128.0,640.8,746.7,201.7,618.7
984,4,28622.12,"[625.5, 189.3, 58.7, 487.6]",0,4749,625.5,189.3,684.2,676.9000000000001,58.7,487.6
984,4,123598.17,"[245.6, 118.2, 199.9, 618.3]",0,4750,245.6,118.2,445.5,736.5,199.9,618.3
984,4,90008.1,"[92.2, 132.4, 157.0, 573.3]",0,4751,92.2,132.4,249.2,705.6999999999999,157.0,573.3
984,1,25205.4,"[814.7, 23.0, 209.0, 120.6]",0,4752,814.7,23.0,1023.7,143.6,209.0,120.6
984,1,67390.2,"[4.6, 0.0, 774.6, 87.0]",0,4753,4.6,0.0,779.2,87.0,774.6,87.0
985,1,44535.12,"[0.0, 332.4, 102.9, 432.8]",0,4754,0.0,332.4,102.9,765.2,102.9,432.8
985,1,12625.44,"[118.9, 561.5, 139.2, 90.7]",0,4755,118.9,561.5,258.1,652.2,139.2,90.7
985,7,359840.48,"[139.2, 398.0, 827.6, 434.8]",0,4756,139.2,398.0,966.8,832.8,827.6,434.8
985,1,147139.25,"[174.4, 264.6, 661.3, 222.5]",0,4757,174.4,264.6,835.6999999999999,487.1,661.3,222.5
985,2,85478.4,"[558.1, 688.5, 333.9, 256.0]",0,4758,558.1,688.5,892.0,944.5,333.9,256.0
985,8,189660.2,"[735.8, 0.0, 287.8, 659.0]",0,4759,735.8,0.0,1023.5999999999999,659.0,287.8,659.0
986,2,281937.18,"[232.0, 199.6, 564.1, 499.8]",0,4760,232.0,199.6,796.1,699.4,564.1,499.8
986,1,2559.48,"[591.4, 529.3, 55.4, 46.2]",0,4761,591.4,529.3,646.8,575.5,55.4,46.2
986,1,1347.73,"[595.6, 639.6, 43.9, 30.7]",0,4762,595.6,639.6,639.5,670.3000000000001,43.9,30.7
987,6,50185.64,"[573.8, 16.9, 172.4, 291.1]",0,4763,573.8,16.9,746.1999999999999,308.0,172.4,291.1
987,1,14902.98,"[495.6, 256.0, 89.4, 166.7]",0,4764,495.6,256.0,585.0,422.7,89.4,166.7
988,2,13745.4,"[750.5, 808.6, 221.7, 62.0]",0,4765,750.5,808.6,972.2,870.6,221.7,62.0
988,2,47477.36,"[481.0, 377.9, 113.8, 417.2]",0,4766,481.0,377.9,594.8,795.0999999999999,113.8,417.2
988,2,144339.3,"[500.1, 364.0, 264.6, 545.5]",0,4767,500.1,364.0,764.7,909.5,264.6,545.5
988,2,202429.0,"[593.0, 377.9, 430.7, 470.0]",0,4768,593.0,377.9,1023.7,847.9,430.7,470.0
988,2,48252.08,"[200.6, 628.1, 250.4, 192.7]",0,4769,200.6,628.1,451.0,820.8,250.4,192.7
988,2,28148.62,"[256.8, 670.1, 257.3, 109.4]",0,4770,256.8,670.1,514.1,779.5,257.3,109.4
988,2,44331.24,"[229.3, 585.5, 280.4, 158.1]",0,4771,229.3,585.5,509.7,743.6,280.4,158.1
988,2,138801.39,"[192.0, 273.9, 391.1, 354.9]",0,4772,192.0,273.9,583.1,628.8,391.1,354.9
988,2,144773.63,"[108.4, 185.2, 418.3, 346.1]",0,4773,108.4,185.2,526.7,531.3,418.3,346.1
989,1,15600.26,"[779.9, 527.2, 206.9, 75.4]",0,4774,779.9,527.2,986.8,602.6,206.9,75.4
989,2,95071.8,"[291.9, 594.0, 386.0, 246.3]",0,4775,291.9,594.0,677.9,840.3,386.0,246.3
989,3,64553.61,"[439.9, 511.0, 294.9, 218.9]",0,4776,439.9,511.0,734.8,729.9,294.9,218.9
989,6,50354.64,"[529.3, 487.1, 271.6, 185.4]",0,4777,529.3,487.1,800.9,672.5,271.6,185.4
989,1,4081.14,"[976.3, 693.1, 47.4, 86.1]",0,4778,976.3,693.1,1023.6999999999999,779.2,47.4,86.1
990,5,151677.9,"[329.9, 251.9, 510.7, 297.0]",0,4779,329.9,251.9,840.5999999999999,548.9,510.7,297.0
991,1,236234.96,"[146.5, 225.2, 449.8, 525.2]",0,4780,146.5,225.2,596.3,750.4000000000001,449.8,525.2
991,1,100812.6,"[548.3, 480.8, 254.0, 396.9]",0,4781,548.3,480.8,802.3,877.7,254.0,396.9
991,8,48164.44,"[829.2, 291.6, 125.2, 384.7]",0,4782,829.2,291.6,954.4000000000001,676.3,125.2,384.7
991,1,50327.5,"[211.8, 8.8, 205.0, 245.5]",0,4783,211.8,8.8,416.8,254.3,205.0,245.5
991,8,373536.0,"[389.1, 245.5, 480.0, 778.2]",0,4784,389.1,245.5,869.1,1023.7,480.0,778.2
992,8,6469.9,"[366.7, 312.1, 66.7, 97.0]",0,4785,366.7,312.1,433.4,409.1,66.7,97.0
992,1,1137.6,"[385.4, 338.3, 23.7, 48.0]",0,4786,385.4,338.3,409.09999999999997,386.3,23.7,48.0
992,1,1692.86,"[418.5, 325.6, 38.3, 44.2]",0,4787,418.5,325.6,456.8,369.8,38.3,44.2
993,8,86556.28,"[57.1, 277.0, 227.6, 380.3]",0,4788,57.1,277.0,284.7,657.3,227.6,380.3
993,7,129538.36,"[684.2, 411.1, 284.2, 455.8]",0,4789,684.2,411.1,968.4000000000001,866.9000000000001,284.2,455.8
993,8,3624.7,"[417.3, 148.7, 54.1, 67.0]",0,4790,417.3,148.7,471.40000000000003,215.7,54.1,67.0
993,8,41420.8,"[326.6, 197.4, 161.8, 256.0]",0,4791,326.6,197.4,488.40000000000003,453.4,161.8,256.0
993,8,32338.44,"[405.8, 269.5, 145.8, 221.8]",0,4792,405.8,269.5,551.6,491.3,145.8,221.8
993,8,18771.96,"[272.8, 341.0, 100.6, 186.6]",0,4793,272.8,341.0,373.4,527.6,100.6,186.6
993,8,12942.43,"[254.0, 456.5, 69.1, 187.3]",0,4794,254.0,456.5,323.1,643.8,69.1,187.3
993,8,68527.13,"[312.4, 416.5, 187.9, 364.7]",0,4795,312.4,416.5,500.29999999999995,781.2,187.9,364.7
993,1,1081.0,"[582.3, 319.7, 47.0, 23.0]",0,4796,582.3,319.7,629.3,342.7,47.0,23.0
994,2,626354.98,"[47.4, 207.2, 924.1, 677.8]",0,4797,47.4,207.2,971.5,885.0,924.1,677.8
995,2,31350.72,"[307.8, 489.4, 173.4, 180.8]",0,4798,307.8,489.4,481.20000000000005,670.2,173.4,180.8
996,8,141412.12,"[337.3, 386.3, 411.8, 343.4]",0,4799,337.3,386.3,749.1,729.7,411.8,343.4
997,2,362446.48,"[102.1, 179.5, 624.8, 580.1]",0,4800,102.1,179.5,726.9,759.6,624.8,580.1
997,1,4893.65,"[390.1, 637.0, 48.5, 100.9]",0,4801,390.1,637.0,438.6,737.9,48.5,100.9
998,6,63973.19,"[596.3, 386.8, 308.9, 207.1]",0,4802,596.3,386.8,905.1999999999999,593.9,308.9,207.1
998,6,57491.1,"[309.1, 325.9, 298.5, 192.6]",0,4803,309.1,325.9,607.6,518.5,298.5,192.6
998,6,83891.58,"[139.7, 484.3, 344.1, 243.8]",0,4804,139.7,484.3,483.8,728.1,344.1,243.8
999,2,103124.12,"[339.6, 429.3, 420.4, 245.3]",0,4805,339.6,429.3,760.0,674.6,420.4,245.3
999,2,35906.06,"[391.1, 641.1, 199.7, 179.8]",0,4806,391.1,641.1,590.8,820.9000000000001,199.7,179.8
999,7,45198.4,"[419.3, 370.7, 275.6, 164.0]",0,4807,419.3,370.7,694.9000000000001,534.7,275.6,164.0
999,7,13531.96,"[368.3, 420.2, 196.4, 68.9]",0,4808,368.3,420.2,564.7,489.1,196.4,68.9
1000,1,432135.47,"[78.6, 241.3, 711.1, 607.7]",0,4809,78.6,241.3,789.7,849.0,711.1,607.7
1001,1,331913.16,"[211.6, 208.3, 527.6, 629.1]",0,4810,211.6,208.3,739.2,837.4000000000001,527.6,629.1
1002,6,1170.94,"[0.0, 81.6, 25.4, 46.1]",0,4811,0.0,81.6,25.4,127.69999999999999,25.4,46.1
1002,6,858.69,"[0.0, 58.9, 20.3, 42.3]",0,4812,0.0,58.9,20.3,101.19999999999999,20.3,42.3
1002,6,324.36,"[0.0, 35.6, 10.2, 31.8]",0,4813,0.0,35.6,10.2,67.4,10.2,31.8
1002,6,523.98,"[10.2, 66.4, 14.2, 36.9]",0,4814,10.2,66.4,24.4,103.30000000000001,14.2,36.9
1002,6,1094.95,"[1.8, 40.3, 30.5, 35.9]",0,4815,1.8,40.3,32.3,76.19999999999999,30.5,35.9
1002,6,2182.3,"[0.0, 0.0, 78.5, 27.8]",0,4816,0.0,0.0,78.5,27.8,78.5,27.8
1002,8,29917.27,"[21.3, 0.0, 145.3, 205.9]",0,4817,21.3,0.0,166.60000000000002,205.9,145.3,205.9
1002,6,1834.88,"[0.0, 19.6, 48.8, 37.6]",0,4818,0.0,19.6,48.8,57.2,48.8,37.6
1002,8,28627.2,"[104.6, 0.0, 126.0, 227.2]",0,4819,104.6,0.0,230.6,227.2,126.0,227.2
1002,8,23663.64,"[120.4, 19.0, 100.1, 236.4]",0,4820,120.4,19.0,220.5,255.4,100.1,236.4
1002,8,15891.6,"[184.4, 43.3, 61.5, 258.4]",0,4821,184.4,43.3,245.9,301.7,61.5,258.4
1002,8,9584.01,"[443.9, 78.9, 74.7, 128.3]",0,4822,443.9,78.9,518.6,207.20000000000002,74.7,128.3
1002,8,12919.83,"[185.4, 234.3, 83.3, 155.1]",0,4823,185.4,234.3,268.7,389.4,83.3,155.1
1002,8,109695.3,"[231.6, 32.8, 255.7, 429.0]",0,4824,231.6,32.8,487.29999999999995,461.8,255.7,429.0
1002,8,3401.7,"[586.2, 468.3, 51.0, 66.7]",0,4825,586.2,468.3,637.2,535.0,51.0,66.7
1002,8,191556.85,"[324.8, 158.1, 304.3, 629.5]",0,4826,324.8,158.1,629.1,787.6,304.3,629.5
1002,3,47583.19,"[455.1, 331.9, 166.9, 285.1]",0,4827,455.1,331.9,622.0,617.0,166.9,285.1
1002,8,55641.0,"[615.1, 249.9, 218.2, 255.0]",0,4828,615.1,249.9,833.3,504.9,218.2,255.0
1002,8,5816.47,"[832.8, 235.7, 43.7, 133.1]",0,4829,832.8,235.7,876.5,368.79999999999995,43.7,133.1
1002,8,181338.9,"[462.0, 457.8, 320.5, 565.8]",0,4830,462.0,457.8,782.5,1023.5999999999999,320.5,565.8
1002,8,3064.22,"[979.8, 637.3, 43.9, 69.8]",0,4831,979.8,637.3,1023.6999999999999,707.0999999999999,43.9,69.8
1002,8,238816.84,"[640.0, 344.4, 369.8, 645.8]",0,4832,640.0,344.4,1009.8,990.1999999999999,369.8,645.8
1002,2,17093.56,"[664.6, 388.4, 116.6, 146.6]",0,4833,664.6,388.4,781.2,535.0,116.6,146.6
1002,6,14414.4,"[759.4, 329.5, 85.8, 168.0]",0,4834,759.4,329.5,845.1999999999999,497.5,85.8,168.0
1002,2,2247.3,"[712.9, 470.7, 49.5, 45.4]",0,4835,712.9,470.7,762.4,516.1,49.5,45.4
1002,6,1782.34,"[680.4, 492.0, 43.9, 40.6]",0,4836,680.4,492.0,724.3,532.6,43.9,40.6
1002,7,34019.88,"[919.6, 696.9, 104.1, 326.8]",0,4837,919.6,696.9,1023.7,1023.7,104.1,326.8
1002,8,5501.96,"[971.2, 577.7, 52.6, 104.6]",0,4838,971.2,577.7,1023.8000000000001,682.3000000000001,52.6,104.6
1002,8,2886.48,"[221.5, 141.9, 42.2, 68.4]",0,4839,221.5,141.9,263.7,210.3,42.2,68.4
