image_id,category_id,area,bbox,iscrowd,id,x_min,x_center,x_max,y_min,y_center,y_max,w,h,bbox_count,object_count,stratify_group,fold
1466,7,250464.34,"[575.0, 354.3, 448.7, 558.2]",0,6956,575.0,799.35,1023.7,354.3,633.4000000000001,912.5,448.7,558.2,12,4,4_1,1
1466,7,81305.4,"[445.6, 632.9, 279.4, 291.0]",0,6957,445.6,585.3,725.0,632.9,778.4,923.9,279.4,291.0,12,4,4_1,1
1467,5,482630.68,"[248.5, 14.3, 494.6, 975.8]",0,6958,248.5,495.8,743.1,14.3,502.2,990.1,494.6,975.8,1,1,1_0,0
1468,1,325659.61,"[252.4, 251.6, 478.7, 680.3]",0,6959,252.4,491.75,731.1,251.6,591.75,931.9,478.7,680.3,1,1,1_0,0
1469,0,200141.01,"[316.0, 322.1, 416.7, 480.3]",0,6960,316.0,524.35,732.7,322.1,562.25,802.4000000000001,416.7,480.3,1,1,1_0,3
1470,3,176193.94,"[273.6, 241.0, 404.3, 435.8]",0,6961,273.6,475.75,677.9000000000001,241.0,458.9,676.8,404.3,435.8,1,1,1_0,4
1471,3,84705.42,"[412.4, 357.9, 332.7, 254.6]",0,6962,412.4,578.75,745.0999999999999,357.9,485.2,612.5,332.7,254.6,1,1,1_0,4
1472,6,112259.01,"[133.8, 390.4, 290.3, 386.7]",0,6963,133.8,278.95000000000005,424.1,390.4,583.75,777.0999999999999,290.3,386.7,2,2,2_0,2
1472,5,13683.63,"[756.3, 304.8, 103.9, 131.7]",0,6964,756.3,808.25,860.1999999999999,304.8,370.65,436.5,103.9,131.7,2,2,2_0,2
1473,1,131100.0,"[197.4, 344.4, 552.0, 237.5]",0,6965,197.4,473.4,749.4,344.4,463.15,581.9,552.0,237.5,9,2,2_0,0
1473,5,693.73,"[301.4, 499.0, 17.3, 40.1]",0,6966,301.4,310.04999999999995,318.7,499.0,519.05,539.1,17.3,40.1,9,2,2_0,0
1473,1,58273.18,"[275.6, 350.2, 324.1, 179.8]",0,6967,275.6,437.65,599.7,350.2,440.1,530.0,324.1,179.8,9,2,2_0,0
1473,1,45166.05,"[330.2, 374.9, 346.1, 130.5]",0,6968,330.2,503.25,676.3,374.9,440.15,505.4,346.1,130.5,9,2,2_0,0
1473,1,33902.01,"[300.4, 340.3, 276.3, 122.7]",0,6969,300.4,438.55,576.7,340.3,401.65,463.0,276.3,122.7,9,2,2_0,0
1473,1,19954.65,"[341.0, 334.2, 226.5, 88.1]",0,6970,341.0,454.25,567.5,334.2,378.25,422.3,226.5,88.1,9,2,2_0,0
1473,1,3295.3,"[289.5, 419.8, 106.3, 31.0]",0,6971,289.5,342.65,395.8,419.8,435.3,450.8,106.3,31.0,9,2,2_0,0
1473,1,5786.64,"[446.6, 500.1, 112.8, 51.3]",0,6972,446.6,503.0,559.4,500.1,525.75,551.4,112.8,51.3,9,2,2_0,0
1473,5,1057.74,"[398.9, 458.7, 86.7, 12.2]",0,6973,398.9,442.25,485.6,458.7,464.8,470.9,86.7,12.2,9,2,2_0,0
1474,9,154857.12,"[10.8, 560.8, 1012.8, 152.9]",0,6974,10.8,517.1999999999999,1023.6,560.8,637.25,713.6999999999999,1012.8,152.9,1,1,1_0,4
1475,1,387264.1,"[175.5, 387.4, 653.5, 592.6]",0,6975,175.5,502.25,829.0,387.4,683.7,980.0,653.5,592.6,1,1,1_0,2
1476,5,162392.16,"[406.9, 295.4, 285.6, 568.6]",0,6976,406.9,549.7,692.5,295.4,579.7,864.0,285.6,568.6,1,1,1_0,4
1477,1,8191.75,"[82.6, 308.6, 105.7, 77.5]",0,6977,82.6,135.45,188.3,308.6,347.35,386.1,105.7,77.5,15,2,2_1,1
1477,1,149536.8,"[94.8, 518.6, 928.8, 161.0]",0,6978,94.8,559.1999999999999,1023.6,518.6,599.1,679.6,928.8,161.0,15,2,2_1,1
1477,1,149690.76,"[98.9, 505.7, 888.9, 168.4]",0,6979,98.9,543.35,987.8,505.7,589.9,674.1,888.9,168.4,15,2,2_1,1
1477,1,93689.12,"[142.9, 521.7, 727.4, 128.8]",0,6980,142.9,506.6,870.3,521.7,586.1,650.5,727.4,128.8,15,2,2_1,1
1477,1,9276.07,"[346.4, 564.6, 211.3, 43.9]",0,6981,346.4,452.05,557.7,564.6,586.5500000000001,608.5,211.3,43.9,15,2,2_1,1
1477,1,24212.54,"[678.3, 526.0, 345.4, 70.1]",0,6982,678.3,851.0,1023.7,526.0,561.05,596.1,345.4,70.1,15,2,2_1,1
1477,1,8496.12,"[441.6, 556.2, 210.3, 40.4]",0,6983,441.6,546.75,651.9000000000001,556.2,576.4000000000001,596.6,210.3,40.4,15,2,2_1,1
1477,1,1793.46,"[849.9, 532.6, 126.3, 14.2]",0,6984,849.9,913.05,976.2,532.6,539.7,546.8000000000001,126.3,14.2,15,2,2_1,1
1477,1,43502.4,"[510.6, 495.2, 513.0, 84.8]",0,6985,510.6,767.1,1023.6,495.2,537.6,580.0,513.0,84.8,15,2,2_1,1
1477,1,49699.68,"[544.8, 475.7, 440.6, 112.8]",0,6986,544.8,765.0999999999999,985.4,475.7,532.1,588.5,440.6,112.8,15,2,2_1,1
1477,1,48831.2,"[634.6, 418.8, 341.0, 143.2]",0,6987,634.6,805.1,975.6,418.8,490.4,562.0,341.0,143.2,15,2,2_1,1
1477,1,143373.76,"[35.2, 424.1, 923.8, 155.2]",0,6988,35.2,497.1,959.0,424.1,501.7000000000001,579.3,923.8,155.2,15,2,2_1,1
1477,1,101972.24,"[202.5, 388.3, 735.2, 138.7]",0,6989,202.5,570.1,937.7,388.3,457.65,527.0,735.2,138.7,15,2,2_1,1
1477,1,2060.1,"[402.6, 314.2, 65.4, 31.5]",0,6990,402.6,435.3,468.0,314.2,329.95,345.7,65.4,31.5,15,2,2_1,1
1477,0,12103.0,"[0.0, 558.7, 186.2, 65.0]",0,6991,0.0,93.1,186.2,558.7,591.2,623.7,186.2,65.0,15,2,2_1,1
1478,1,458838.36,"[289.8, 128.0, 627.6, 731.1]",0,6992,289.8,603.6,917.4,128.0,493.55,859.1,627.6,731.1,1,1,1_0,0
1479,1,52364.84,"[322.1, 301.6, 268.4, 195.1]",0,6993,322.1,456.3,590.5,301.6,399.15,496.7000000000001,268.4,195.1,2,1,1_0,1
1479,1,121457.38,"[449.8, 413.3, 375.1, 323.8]",0,6994,449.8,637.35,824.9000000000001,413.3,575.2,737.1,375.1,323.8,2,1,1_0,1
1480,1,130880.88,"[306.5, 351.5, 460.2, 284.4]",0,6995,306.5,536.6,766.7,351.5,493.7,635.9,460.2,284.4,12,3,3_1,3
1480,1,14862.57,"[273.3, 446.2, 100.9, 147.3]",0,6996,273.3,323.75,374.2000000000001,446.2,519.85,593.5,100.9,147.3,12,3,3_1,3
1480,1,16459.89,"[195.7, 314.2, 127.3, 129.3]",0,6997,195.7,259.35,323.0,314.2,378.85,443.5,127.3,129.3,12,3,3_1,3
1480,1,66416.1,"[262.1, 387.8, 246.9, 269.0]",0,6998,262.1,385.55,509.0,387.8,522.3,656.8,246.9,269.0,12,3,3_1,3
1480,1,63545.04,"[116.1, 130.5, 262.8, 241.8]",0,6999,116.1,247.5,378.9,130.5,251.4,372.3,262.8,241.8,12,3,3_1,3
1480,1,189545.76,"[194.4, 142.2, 542.8, 349.2]",0,7000,194.4,465.8,737.1999999999999,142.2,316.79999999999995,491.4,542.8,349.2,12,3,3_1,3
1480,1,40541.4,"[161.2, 123.4, 181.8, 223.0]",0,7001,161.2,252.1,343.0,123.4,234.9,346.4,181.8,223.0,12,3,3_1,3
1480,1,20016.36,"[715.5, 400.5, 122.2, 163.8]",0,7002,715.5,776.6,837.7,400.5,482.4,564.3,122.2,163.8,12,3,3_1,3
1480,1,266215.42,"[179.1, 582.9, 603.8, 440.9]",0,7003,179.1,481.0,782.9,582.9,803.3499999999999,1023.8,603.8,440.9,12,3,3_1,3
1480,0,4535.22,"[770.7, 750.7, 78.6, 57.7]",0,7004,770.7,810.0,849.3000000000001,750.7,779.5500000000001,808.4000000000001,78.6,57.7,12,3,3_1,3
1480,0,1799.6,"[458.8, 310.3, 44.0, 40.9]",0,7005,458.8,480.8,502.8,310.3,330.75,351.2,44.0,40.9,12,3,3_1,3
1480,2,2511.67,"[536.0, 283.2, 67.7, 37.1]",0,7006,536.0,569.85,603.7,283.2,301.75,320.3,67.7,37.1,12,3,3_1,3
1481,1,4266.88,"[299.7, 438.6, 90.4, 47.2]",0,7007,299.7,344.9,390.1,438.6,462.2000000000001,485.8,90.4,47.2,5,3,3_0,2
1481,9,61824.0,"[409.7, 459.2, 386.4, 160.0]",0,7008,409.7,602.9,796.0999999999999,459.2,539.2,619.2,386.4,160.0,5,3,3_0,2
1481,9,43304.52,"[80.3, 431.7, 260.4, 166.3]",0,7009,80.3,210.5,340.7,431.7,514.85,598.0,260.4,166.3,5,3,3_0,2
1481,1,4099.65,"[48.1, 425.7, 75.5, 54.3]",0,7010,48.1,85.85,123.6,425.7,452.85,480.0,75.5,54.3,5,3,3_0,2
1481,5,6189.75,"[0.0, 531.0, 39.3, 157.5]",0,7011,0.0,19.65,39.3,531.0,609.75,688.5,39.3,157.5,5,3,3_0,2
1482,9,568006.71,"[192.0, 41.7, 599.1, 948.1]",0,7012,192.0,491.55,791.1,41.7,515.75,989.8,599.1,948.1,1,1,1_0,3
1483,7,280126.2,"[164.4, 213.3, 609.5, 459.6]",0,7013,164.4,469.15,773.9,213.3,443.1,672.9000000000001,609.5,459.6,1,1,1_0,0
1484,7,349826.94,"[176.8, 265.7, 660.3, 529.8]",0,7014,176.8,506.95,837.0999999999999,265.7,530.5999999999999,795.5,660.3,529.8,1,1,1_0,1
1485,7,490738.95,"[261.1, 94.1, 581.1, 844.5]",0,7015,261.1,551.6500000000001,842.2,94.1,516.35,938.6,581.1,844.5,1,1,1_0,0
1486,7,138185.17,"[513.7, 462.0, 414.1, 333.7]",0,7016,513.7,720.75,927.8,462.0,628.85,795.7,414.1,333.7,17,5,5_1,4
1486,0,134206.12,"[273.6, 220.4, 430.7, 311.6]",0,7017,273.6,488.9500000000001,704.3,220.4,376.2000000000001,532.0,430.7,311.6,17,5,5_1,4
1486,7,121592.99,"[148.7, 453.6, 391.1, 310.9]",0,7018,148.7,344.25,539.8,453.6,609.05,764.5,391.1,310.9,17,5,5_1,4
1486,6,5891.7,"[190.3, 467.3, 95.8, 61.5]",0,7019,190.3,238.2,286.1,467.3,498.05,528.8,95.8,61.5,17,5,5_1,4
1486,0,921.8,"[203.2, 481.0, 22.0, 41.9]",0,7020,203.2,214.2,225.2,481.0,501.95,522.9,22.0,41.9,17,5,5_1,4
1486,0,8160.75,"[368.1, 394.2, 105.3, 77.5]",0,7021,368.1,420.75,473.4,394.2,432.95,471.7,105.3,77.5,17,5,5_1,4
1486,1,10870.64,"[471.4, 336.3, 96.8, 112.3]",0,7022,471.4,519.8,568.1999999999999,336.3,392.45,448.6,96.8,112.3,17,5,5_1,4
1486,1,11065.6,"[451.0, 323.0, 104.0, 106.4]",0,7023,451.0,503.0,555.0,323.0,376.2,429.4,104.0,106.4,17,5,5_1,4
1486,1,1118.04,"[445.0, 261.8, 30.8, 36.3]",0,7024,445.0,460.4,475.8,261.8,279.95,298.1,30.8,36.3,17,5,5_1,4
1486,1,5189.22,"[317.0, 290.0, 68.1, 76.2]",0,7025,317.0,351.05,385.1,290.0,328.1,366.2,68.1,76.2,17,5,5_1,4
1486,1,1504.0,"[318.3, 344.4, 40.0, 37.6]",0,7026,318.3,338.3,358.3,344.4,363.2,382.0,40.0,37.6,17,5,5_1,4
1486,1,2872.05,"[333.5, 280.6, 46.7, 61.5]",0,7027,333.5,356.85,380.2,280.6,311.35,342.1,46.7,61.5,17,5,5_1,4
1486,2,5037.3,"[456.1, 248.4, 87.0, 57.9]",0,7028,456.1,499.6,543.1,248.4,277.35,306.3,87.0,57.9,17,5,5_1,4
1486,2,20289.87,"[396.2, 279.4, 149.3, 135.9]",0,7029,396.2,470.85,545.5,279.4,347.35,415.3,149.3,135.9,17,5,5_1,4
1486,1,32178.32,"[293.2, 278.3, 166.9, 192.8]",0,7030,293.2,376.65,460.1,278.3,374.7000000000001,471.1,166.9,192.8,17,5,5_1,4
1486,7,18225.18,"[432.4, 666.4, 131.4, 138.7]",0,7031,432.4,498.1,563.8,666.4,735.75,805.0999999999999,131.4,138.7,17,5,5_1,4
1486,7,20218.12,"[295.6, 705.8, 153.4, 131.8]",0,7032,295.6,372.3,449.0,705.8,771.6999999999999,837.5999999999999,153.4,131.8,17,5,5_1,4
1487,0,25274.8,"[405.3, 660.6, 143.2, 176.5]",0,7033,405.3,476.9,548.5,660.6,748.85,837.1,143.2,176.5,2,2,2_0,4
1487,2,27871.2,"[389.4, 502.6, 189.6, 147.0]",0,7034,389.4,484.2,579.0,502.6,576.1,649.6,189.6,147.0,2,2,2_0,4
1488,5,33352.12,"[416.5, 432.8, 225.2, 148.1]",0,7035,416.5,529.1,641.7,432.8,506.85,580.9,225.2,148.1,1,1,1_0,1
1489,7,29291.73,"[233.0, 177.0, 112.1, 261.3]",0,7036,233.0,289.05,345.1,177.0,307.65,438.3,112.1,261.3,15,4,4_1,2
1489,1,80166.24,"[390.8, 141.2, 415.8, 192.8]",0,7037,390.8,598.7,806.6,141.2,237.6,334.0,415.8,192.8,15,4,4_1,2
1489,1,51774.35,"[427.3, 244.6, 358.3, 144.5]",0,7038,427.3,606.45,785.6,244.6,316.85,389.1,358.3,144.5,15,4,4_1,2
1489,1,100093.68,"[452.1, 280.6, 381.6, 262.3]",0,7039,452.1,642.9000000000001,833.7,280.6,411.75,542.9000000000001,381.6,262.3,15,4,4_1,2
1489,0,22880.13,"[466.3, 334.2, 345.1, 66.3]",0,7040,466.3,638.85,811.4000000000001,334.2,367.35,400.5,345.1,66.3,15,4,4_1,2
1489,1,48630.72,"[450.7, 421.8, 339.6, 143.2]",0,7041,450.7,620.5,790.3,421.8,493.4,565.0,339.6,143.2,15,4,4_1,2
1489,0,1841.4,"[631.5, 545.5, 102.3, 18.0]",0,7042,631.5,682.65,733.8,545.5,554.5,563.5,102.3,18.0,15,4,4_1,2
1489,1,250388.16,"[143.2, 558.7, 628.8, 398.2]",0,7043,143.2,457.6,772.0,558.7,757.8000000000001,956.9,628.8,398.2,15,4,4_1,2
1489,5,22418.6,"[351.2, 810.2, 227.6, 98.5]",0,7044,351.2,465.0,578.8,810.2,859.45,908.7,227.6,98.5,15,4,4_1,2
1489,5,16285.5,"[296.0, 789.8, 197.4, 82.5]",0,7045,296.0,394.7,493.4,789.8,831.05,872.3,197.4,82.5,15,4,4_1,2
1489,0,1651.68,"[387.4, 825.1, 37.2, 44.4]",0,7046,387.4,406.0,424.6,825.1,847.3000000000001,869.5,37.2,44.4,15,4,4_1,2
1489,0,23015.6,"[369.8, 690.3, 141.2, 163.0]",0,7047,369.8,440.4,511.0,690.3,771.8,853.3,141.2,163.0,15,4,4_1,2
1489,0,21835.6,"[499.8, 644.1, 138.2, 158.0]",0,7048,499.8,568.9,638.0,644.1,723.1,802.1,138.2,158.0,15,4,4_1,2
1489,0,5512.08,"[426.3, 601.9, 95.2, 57.9]",0,7049,426.3,473.9,521.5,601.9,630.85,659.8,95.2,57.9,15,4,4_1,2
1489,0,16242.38,"[700.3, 575.7, 74.2, 218.9]",0,7050,700.3,737.4,774.5,575.7,685.1500000000001,794.6,74.2,218.9,15,4,4_1,2
1490,7,107654.4,"[0.0, 0.0, 576.0, 186.9]",0,7051,0.0,288.0,576.0,0.0,93.45,186.9,576.0,186.9,6,4,4_0,3
1490,7,329673.4,"[661.7, 0.0, 362.0, 910.7]",0,7052,661.7,842.7,1023.7,0.0,455.35,910.7,362.0,910.7,6,4,4_0,3
1490,9,745639.3,"[73.5, 65.8, 798.5, 933.8]",0,7053,73.5,472.75,872.0,65.8,532.6999999999999,999.6,798.5,933.8,6,4,4_0,3
1490,0,11727.3,"[409.4, 222.5, 120.9, 97.0]",0,7054,409.4,469.85,530.3,222.5,271.0,319.5,120.9,97.0,6,4,4_0,3
1490,5,149885.6,"[470.7, 297.4, 428.0, 350.2]",0,7055,470.7,684.7,898.7,297.4,472.5,647.5999999999999,428.0,350.2,6,4,4_0,3
1490,0,50536.44,"[628.1, 442.9, 262.8, 192.3]",0,7056,628.1,759.5,890.9000000000001,442.9,539.05,635.2,262.8,192.3,6,4,4_0,3
1491,0,96935.25,"[373.2, 384.3, 210.5, 460.5]",0,7057,373.2,478.45,583.7,384.3,614.55,844.8,210.5,460.5,1,1,1_0,3
1492,8,16791.06,"[478.8, 507.9, 195.7, 85.8]",0,7058,478.8,576.65,674.5,507.9,550.8,593.6999999999999,195.7,85.8,5,1,1_0,4
1492,8,11331.5,"[494.1, 559.2, 173.0, 65.5]",0,7059,494.1,580.6,667.1,559.2,591.95,624.7,173.0,65.5,5,1,1_0,4
1492,8,11556.4,"[493.4, 589.0, 173.0, 66.8]",0,7060,493.4,579.9,666.4,589.0,622.4,655.8,173.0,66.8,5,1,1_0,4
1492,8,16543.02,"[203.9, 546.5, 217.1, 76.2]",0,7061,203.9,312.45,421.0,546.5,584.6,622.7,217.1,76.2,5,1,1_0,4
1492,8,24857.48,"[308.5, 568.6, 188.6, 131.8]",0,7062,308.5,402.8,497.1,568.6,634.5,700.4000000000001,188.6,131.8,5,1,1_0,4
1493,0,182354.56,"[244.1, 429.5, 456.8, 399.2]",0,7063,244.1,472.5,700.9,429.5,629.1,828.7,456.8,399.2,1,1,1_0,2
1494,7,13378.6,"[388.1, 337.0, 151.0, 88.6]",0,7064,388.1,463.6,539.1,337.0,381.3,425.6,151.0,88.6,16,5,5_1,4
1494,7,75926.13,"[456.5, 327.4, 228.9, 331.7]",0,7065,456.5,570.95,685.4,327.4,493.25,659.0999999999999,228.9,331.7,16,5,5_1,4
1494,3,952.2,"[536.7, 342.9, 20.7, 46.0]",0,7066,536.7,547.0500000000001,557.4000000000001,342.9,365.9,388.9,20.7,46.0,16,5,5_1,4
1494,3,1116.72,"[558.7, 386.0, 37.6, 29.7]",0,7067,558.7,577.5,596.3000000000001,386.0,400.85,415.7,37.6,29.7,16,5,5_1,4
1494,3,1489.12,"[449.4, 360.1, 45.4, 32.8]",0,7068,449.4,472.1,494.8,360.1,376.5,392.9,45.4,32.8,16,5,5_1,4
1494,5,5283.16,"[440.6, 414.7, 98.2, 53.8]",0,7069,440.6,489.7000000000001,538.8000000000001,414.7,441.6,468.5,98.2,53.8,16,5,5_1,4
1494,1,2467.44,"[454.8, 432.0, 55.2, 44.7]",0,7070,454.8,482.4,510.0,432.0,454.35,476.7,55.2,44.7,16,5,5_1,4
1494,1,4365.9,"[495.1, 448.5, 94.5, 46.2]",0,7071,495.1,542.35,589.6,448.5,471.6,494.7,94.5,46.2,16,5,5_1,4
1494,1,72289.44,"[599.0, 342.6, 295.3, 244.8]",0,7072,599.0,746.65,894.3,342.6,465.0,587.4000000000001,295.3,244.8,16,5,5_1,4
1494,1,27541.02,"[599.4, 354.5, 158.1, 174.2]",0,7073,599.4,678.4499999999999,757.5,354.5,441.6,528.7,158.1,174.2,16,5,5_1,4
1494,5,7330.78,"[643.0, 400.3, 71.8, 102.1]",0,7074,643.0,678.9,714.8,400.3,451.35,502.4,71.8,102.1,16,5,5_1,4
1494,5,11186.16,"[654.9, 391.9, 110.1, 101.6]",0,7075,654.9,709.9499999999999,765.0,391.9,442.7,493.5,110.1,101.6,16,5,5_1,4
1494,1,138729.18,"[257.7, 404.6, 316.3, 438.6]",0,7076,257.7,415.85,574.0,404.6,623.9000000000001,843.2,316.3,438.6,16,5,5_1,4
1494,1,255853.95,"[15.9, 318.5, 534.7, 478.5]",0,7077,15.9,283.25,550.6,318.5,557.75,797.0,534.7,478.5,16,5,5_1,4
1494,7,2582.4,"[0.0, 744.6, 53.8, 48.0]",0,7078,0.0,26.9,53.8,744.6,768.6,792.6,53.8,48.0,16,5,5_1,4
1494,0,49472.8,"[212.0, 654.0, 348.4, 142.0]",0,7079,212.0,386.2,560.4,654.0,725.0,796.0,348.4,142.0,16,5,5_1,4
1495,7,83258.56,"[193.4, 163.6, 348.8, 238.7]",0,7080,193.4,367.8,542.2,163.6,282.95,402.3,348.8,238.7,9,4,4_0,1
1495,1,28006.4,"[80.9, 393.1, 218.8, 128.0]",0,7081,80.9,190.3,299.70000000000005,393.1,457.1,521.1,218.8,128.0,9,4,4_0,1
1495,1,28205.1,"[155.1, 303.7, 181.5, 155.4]",0,7082,155.1,245.85,336.6,303.7,381.4,459.1,181.5,155.4,9,4,4_0,1
1495,7,64170.04,"[590.9, 425.4, 272.6, 235.4]",0,7083,590.9,727.2,863.5,425.4,543.1,660.8,272.6,235.4,9,4,4_0,1
1495,7,99374.88,"[252.3, 310.9, 389.4, 255.2]",0,7084,252.3,447.0,641.7,310.9,438.5,566.0999999999999,389.4,255.2,9,4,4_0,1
1495,2,2437.64,"[510.3, 355.8, 59.6, 40.9]",0,7085,510.3,540.1,569.9,355.8,376.25,396.7,59.6,40.9,9,4,4_0,1
1495,7,4386.87,"[172.0, 536.6, 71.1, 61.7]",0,7086,172.0,207.55,243.1,536.6,567.45,598.3000000000001,71.1,61.7,9,4,4_0,1
1495,7,114503.2,"[228.9, 466.8, 355.6, 322.0]",0,7087,228.9,406.7000000000001,584.5,466.8,627.8,788.8,355.6,322.0,9,4,4_0,1
1495,5,2213.25,"[920.4, 642.5, 68.1, 32.5]",0,7088,920.4,954.45,988.5,642.5,658.75,675.0,68.1,32.5,9,4,4_0,1
1496,5,7398.48,"[492.7, 238.7, 69.6, 106.3]",0,7089,492.7,527.5,562.3,238.7,291.85,345.0,69.6,106.3,29,4,4_2,1
1496,7,6776.72,"[536.6, 335.6, 50.8, 133.4]",0,7090,536.6,562.0,587.4,335.6,402.3,469.0,50.8,133.4,29,4,4_2,1
1496,1,30499.18,"[624.3, 496.1, 157.7, 193.4]",0,7091,624.3,703.15,782.0,496.1,592.8000000000001,689.5,157.7,193.4,29,4,4_2,1
1496,1,8180.48,"[570.9, 620.0, 123.2, 66.4]",0,7092,570.9,632.5,694.1,620.0,653.2,686.4,123.2,66.4,29,4,4_2,1
1496,1,36366.75,"[520.4, 468.0, 230.9, 157.5]",0,7093,520.4,635.85,751.3,468.0,546.75,625.5,230.9,157.5,29,4,4_2,1
1496,7,2667.42,"[525.0, 558.1, 40.6, 65.7]",0,7094,525.0,545.3,565.6,558.1,590.95,623.8000000000001,40.6,65.7,29,4,4_2,1
1496,1,2743.28,"[478.0, 460.2, 42.4, 64.7]",0,7095,478.0,499.2,520.4,460.2,492.55,524.9,42.4,64.7,29,4,4_2,1
1496,5,5305.75,"[492.2, 387.7, 47.5, 111.7]",0,7096,492.2,515.95,539.7,387.7,443.55,499.4,47.5,111.7,29,4,4_2,1
1496,5,5544.0,"[512.8, 305.1, 48.0, 115.5]",0,7097,512.8,536.8,560.8,305.1,362.85,420.6,48.0,115.5,29,4,4_2,1
1496,0,6390.0,"[539.4, 316.6, 21.3, 300.0]",0,7098,539.4,550.05,560.6999999999999,316.6,466.6,616.6,21.3,300.0,29,4,4_2,1
1496,1,33524.34,"[660.1, 261.8, 117.3, 285.8]",0,7099,660.1,718.75,777.4,261.8,404.7000000000001,547.6,117.3,285.8,29,4,4_2,1
1496,7,16058.32,"[471.1, 484.9, 72.4, 221.8]",0,7100,471.1,507.3,543.5,484.9,595.8,706.7,72.4,221.8,29,4,4_2,1
1496,1,7584.0,"[669.2, 471.0, 64.0, 118.5]",0,7101,669.2,701.2,733.2,471.0,530.25,589.5,64.0,118.5,29,4,4_2,1
1496,5,4581.5,"[472.6, 291.9, 49.0, 93.5]",0,7102,472.6,497.1,521.6,291.9,338.65,385.4,49.0,93.5,29,4,4_2,1
1496,7,15679.18,"[549.1, 479.2, 133.1, 117.8]",0,7103,549.1,615.65,682.2,479.2,538.1,597.0,133.1,117.8,29,4,4_2,1
1496,1,8078.04,"[608.5, 441.6, 118.1, 68.4]",0,7104,608.5,667.55,726.6,441.6,475.8,510.0,118.1,68.4,29,4,4_2,1
1496,5,6454.8,"[537.9, 437.2, 81.5, 79.2]",0,7105,537.9,578.65,619.4,437.2,476.8,516.4,81.5,79.2,29,4,4_2,1
1496,5,4996.1,"[697.4, 352.2, 47.0, 106.3]",0,7106,697.4,720.9,744.4,352.2,405.35,458.5,47.0,106.3,29,4,4_2,1
1496,1,27951.36,"[559.7, 271.6, 150.6, 185.6]",0,7107,559.7,635.0,710.3000000000001,271.6,364.4,457.2000000000001,150.6,185.6,29,4,4_2,1
1496,1,18235.1,"[556.7, 193.0, 107.9, 169.0]",0,7108,556.7,610.6500000000001,664.6,193.0,277.5,362.0,107.9,169.0,29,4,4_2,1
1496,1,5301.96,"[569.1, 694.9, 67.8, 78.2]",0,7109,569.1,603.0,636.9,694.9,734.0,773.1,67.8,78.2,29,4,4_2,1
1496,1,4501.2,"[607.0, 727.0, 72.6, 62.0]",0,7110,607.0,643.3,679.6,727.0,758.0,789.0,72.6,62.0,29,4,4_2,1
1496,1,10805.45,"[618.9, 641.7, 109.7, 98.5]",0,7111,618.9,673.75,728.6,641.7,690.95,740.2,109.7,98.5,29,4,4_2,1
1496,0,15687.87,"[530.8, 612.6, 104.1, 150.7]",0,7112,530.8,582.8499999999999,634.9,612.6,687.95,763.3,104.1,150.7,29,4,4_2,1
1496,1,1562.84,"[494.5, 522.5, 43.9, 35.6]",0,7113,494.5,516.45,538.4,522.5,540.3,558.1,43.9,35.6,29,4,4_2,1
1496,0,2128.59,"[500.8, 531.0, 35.3, 60.3]",0,7114,500.8,518.45,536.1,531.0,561.15,591.3,35.3,60.3,29,4,4_2,1
1496,7,132136.84,"[211.6, 376.6, 278.3, 474.8]",0,7115,211.6,350.75,489.9,376.6,614.0,851.4000000000001,278.3,474.8,29,4,4_2,1
1496,7,2706.3,"[324.6, 389.1, 46.5, 58.2]",0,7116,324.6,347.85,371.1,389.1,418.2000000000001,447.3,46.5,58.2,29,4,4_2,1
1496,1,16797.82,"[657.5, 238.7, 121.9, 137.8]",0,7117,657.5,718.45,779.4,238.7,307.6,376.5,121.9,137.8,29,4,4_2,1
1497,7,63040.9,"[226.5, 523.2, 136.6, 461.5]",0,7118,226.5,294.8,363.1,523.2,753.95,984.7,136.6,461.5,5,1,1_0,4
1497,7,9241.8,"[475.7, 238.4, 146.0, 63.3]",0,7119,475.7,548.7,621.7,238.4,270.05,301.7,146.0,63.3,5,1,1_0,4
1497,7,244274.73,"[336.5, 264.8, 329.7, 740.9]",0,7120,336.5,501.35,666.2,264.8,635.25,1005.7,329.7,740.9,5,1,1_0,4
1497,7,87531.4,"[623.2, 38.9, 242.0, 361.7]",0,7121,623.2,744.2,865.2,38.9,219.75,400.6,242.0,361.7,5,1,1_0,4
1497,7,89195.88,"[648.4, 375.5, 220.4, 404.7]",0,7122,648.4,758.6,868.8,375.5,577.85,780.2,220.4,404.7,5,1,1_0,4
1498,1,115489.9,"[296.6, 244.1, 337.0, 342.7]",0,7123,296.6,465.1,633.6,244.1,415.45,586.8,337.0,342.7,3,3,3_0,0
1498,0,114654.4,"[294.6, 0.0, 112.0, 1023.7]",0,7124,294.6,350.6,406.6,0.0,511.85,1023.7,112.0,1023.7,3,3,3_0,0
1498,7,193223.16,"[325.3, 224.5, 296.4, 651.9]",0,7125,325.3,473.5,621.7,224.5,550.45,876.4,296.4,651.9,3,3,3_0,0
1499,5,124221.1,"[361.7, 314.7, 321.4, 386.5]",0,7126,361.7,522.4,683.0999999999999,314.7,507.95,701.2,321.4,386.5,2,2,2_0,2
1499,1,44169.78,"[368.4, 423.4, 257.7, 171.4]",0,7127,368.4,497.25,626.0999999999999,423.4,509.1,594.8,257.7,171.4,2,2,2_0,2
