image_id,file_name,width,height,id,category_id,is_crowd,area,xmin,ymin,w,h
1396,train/1396.jpg,1024,1024,6623,1,0,114390.33,260.7,333.0,377.9,302.7
1396,train/1396.jpg,1024,1024,6624,5,0,152039.67,652.5,16.8,371.1,409.7
1397,train/1397.jpg,1024,1024,6625,4,0,208530.3,255.5,353.5,653.7,319.0
1398,train/1398.jpg,1024,1024,6626,5,0,130112.88,321.8,51.1,231.6,561.8
1398,train/1398.jpg,1024,1024,6627,5,0,146626.2,514.3,61.0,243.0,603.4
1398,train/1398.jpg,1024,1024,6628,5,0,163998.66,241.8,467.0,350.2,468.3
1399,train/1399.jpg,1024,1024,6629,0,0,91902.0,306.8,23.9,318.0,289.0
1399,train/1399.jpg,1024,1024,6630,5,0,60618.21,182.2,563.9,358.9,168.9
1400,train/1400.jpg,1024,1024,6631,7,0,114345.22,305.6,403.0,337.7,338.6
1401,train/1401.jpg,1024,1024,6632,1,0,8721.68,855.6,0.0,116.6,74.8
1401,train/1401.jpg,1024,1024,6633,1,0,11577.3,742.1,0.0,129.5,89.4
1401,train/1401.jpg,1024,1024,6634,0,0,78091.2,515.3,0.0,244.8,319.0
1401,train/1401.jpg,1024,1024,6635,9,0,101982.6,451.6,158.5,318.0,320.7
1401,train/1401.jpg,1024,1024,6636,9,0,445804.56,57.4,207.9,618.4,720.9
1401,train/1401.jpg,1024,1024,6637,9,0,141306.48,106.2,257.7,289.8,487.6
1401,train/1401.jpg,1024,1024,6638,9,0,208123.01,305.8,290.5,305.3,681.7
1402,train/1402.jpg,1024,1024,6639,7,0,37960.02,150.6,178.5,197.4,192.3
1402,train/1402.jpg,1024,1024,6640,7,0,7463.04,91.2,733.5,83.2,89.7
1402,train/1402.jpg,1024,1024,6641,7,0,59148.09,313.7,166.9,277.3,213.3
1402,train/1402.jpg,1024,1024,6642,7,0,193356.45,443.8,559.1,499.5,387.1
1402,train/1402.jpg,1024,1024,6643,1,0,121785.79,115.0,550.3,345.1,352.9
1402,train/1402.jpg,1024,1024,6644,6,0,43365.91,54.0,617.7,358.1,121.1
1402,train/1402.jpg,1024,1024,6645,1,0,21446.88,177.8,556.5,218.4,98.2
1402,train/1402.jpg,1024,1024,6646,0,0,4966.5,715.7,154.0,60.2,82.5
1403,train/1403.jpg,1024,1024,6647,5,0,15263.7,0.0,413.1,83.0,183.9
1403,train/1403.jpg,1024,1024,6648,1,0,253456.06,630.9,273.9,371.8,681.7
1403,train/1403.jpg,1024,1024,6649,1,0,516421.95,60.4,177.8,610.5,845.9
1403,train/1403.jpg,1024,1024,6650,7,0,715825.92,0.0,0.0,853.8,838.4
1403,train/1403.jpg,1024,1024,6651,2,0,47460.27,594.5,339.0,185.9,255.3
1403,train/1403.jpg,1024,1024,6652,5,0,141229.94,665.4,253.0,341.3,413.8
1403,train/1403.jpg,1024,1024,6653,7,0,17795.06,563.0,449.0,86.3,206.2
1403,train/1403.jpg,1024,1024,6654,5,0,30303.0,116.6,142.9,240.5,126.0
1403,train/1403.jpg,1024,1024,6655,5,0,148606.4,91.7,224.2,354.5,419.2
1403,train/1403.jpg,1024,1024,6656,5,0,65889.38,434.0,276.7,164.6,400.3
1404,train/1404.jpg,1024,1024,6657,0,0,172320.76,303.1,566.1,580.4,296.9
1404,train/1404.jpg,1024,1024,6658,3,0,4479.3,303.7,910.0,71.1,63.0
1404,train/1404.jpg,1024,1024,6659,7,0,164383.2,309.8,547.0,578.0,284.4
1404,train/1404.jpg,1024,1024,6660,1,0,1535.87,581.4,650.2,59.3,25.9
1404,train/1404.jpg,1024,1024,6661,1,0,316522.11,135.4,245.3,717.9,440.9
1404,train/1404.jpg,1024,1024,6662,7,0,108333.34,356.9,114.8,442.9,244.6
1404,train/1404.jpg,1024,1024,6663,7,0,9413.85,303.1,391.1,64.7,145.5
1405,train/1405.jpg,1024,1024,6664,6,0,22344.63,245.0,447.8,170.7,130.9
1405,train/1405.jpg,1024,1024,6665,6,0,16900.22,566.5,443.6,172.1,98.2
1405,train/1405.jpg,1024,1024,6666,1,0,62899.2,365.6,470.2,288.0,218.4
1405,train/1405.jpg,1024,1024,6667,1,0,7198.42,493.3,534.4,85.9,83.8
1405,train/1405.jpg,1024,1024,6668,1,0,18560.6,549.0,394.7,175.1,106.0
1405,train/1405.jpg,1024,1024,6669,1,0,31611.06,571.6,316.9,213.3,148.2
1405,train/1405.jpg,1024,1024,6670,0,0,1101.66,615.4,404.7,42.7,25.8
1405,train/1405.jpg,1024,1024,6671,0,0,1346.7,615.7,450.9,33.5,40.2
1406,train/1406.jpg,1024,1024,6672,1,0,422304.96,58.9,235.4,765.6,551.6
1407,train/1407.jpg,1024,1024,6673,4,0,101033.46,304.8,289.8,394.2,256.3
1408,train/1408.jpg,1024,1024,6674,7,0,30489.27,0.0,79.6,102.9,296.3
1408,train/1408.jpg,1024,1024,6675,1,0,526744.8,266.9,162.5,670.5,785.6
1408,train/1408.jpg,1024,1024,6676,1,0,4868.24,705.3,552.0,60.4,80.6
1408,train/1408.jpg,1024,1024,6677,1,0,105393.03,463.0,345.4,314.7,334.9
1408,train/1408.jpg,1024,1024,6678,1,0,94264.56,452.6,289.9,298.4,315.9
1408,train/1408.jpg,1024,1024,6679,7,0,2803.84,0.0,324.4,20.8,134.8
1409,train/1409.jpg,1024,1024,6680,5,0,113519.88,75.9,163.6,389.3,291.6
1409,train/1409.jpg,1024,1024,6681,1,0,581787.36,251.2,53.8,641.3,907.2
1409,train/1409.jpg,1024,1024,6682,5,0,20183.76,465.3,540.8,122.4,164.9
1409,train/1409.jpg,1024,1024,6683,5,0,132110.88,255.0,630.9,458.4,288.2
1410,train/1410.jpg,1024,1024,6684,0,0,120421.84,254.3,292.8,380.6,316.4
1411,train/1411.jpg,1024,1024,6685,0,0,397498.04,188.7,213.0,584.9,679.6
1412,train/1412.jpg,1024,1024,6686,6,0,356405.4,236.7,192.0,507.7,702.0
1412,train/1412.jpg,1024,1024,6687,1,0,63757.1,331.9,68.1,427.9,149.0
1412,train/1412.jpg,1024,1024,6688,5,0,13348.06,449.8,950.5,182.6,73.1
1413,train/1413.jpg,1024,1024,6689,9,0,140322.24,70.6,0.0,294.3,476.8
1413,train/1413.jpg,1024,1024,6690,9,0,49389.27,0.0,134.4,175.7,281.1
1413,train/1413.jpg,1024,1024,6691,9,0,111078.45,0.0,755.1,413.7,268.5
1413,train/1413.jpg,1024,1024,6692,9,0,729595.23,161.0,13.5,722.3,1010.1
1413,train/1413.jpg,1024,1024,6693,9,0,165164.72,735.0,451.7,288.8,571.9
1413,train/1413.jpg,1024,1024,6694,5,0,21558.31,493.7,0.0,229.1,94.1
1414,train/1414.jpg,1024,1024,6695,5,0,5232.3,970.2,325.3,53.5,97.8
1414,train/1414.jpg,1024,1024,6696,7,0,393510.78,100.6,196.3,822.9,478.2
1414,train/1414.jpg,1024,1024,6697,0,0,95038.6,0.0,0.0,257.0,369.8
1415,train/1415.jpg,1024,1024,6698,5,0,148917.6,389.1,492.4,503.1,296.0
1415,train/1415.jpg,1024,1024,6699,5,0,82697.51,466.0,225.2,272.3,303.7
1415,train/1415.jpg,1024,1024,6700,5,0,35322.48,535.4,254.6,165.6,213.3
1415,train/1415.jpg,1024,1024,6701,5,0,2140.81,544.0,564.8,25.7,83.3
1416,train/1416.jpg,1024,1024,6702,1,0,346291.61,498.3,230.3,519.1,667.1
1416,train/1416.jpg,1024,1024,6703,1,0,25340.64,893.5,719.9,120.9,209.6
1416,train/1416.jpg,1024,1024,6704,1,0,31338.9,787.3,826.6,159.0,197.1
1416,train/1416.jpg,1024,1024,6705,1,0,62134.29,610.8,185.9,291.3,213.3
1416,train/1416.jpg,1024,1024,6706,7,0,85234.59,406.3,375.5,210.3,405.3
1416,train/1416.jpg,1024,1024,6707,1,0,122535.9,578.3,492.7,311.4,393.5
1416,train/1416.jpg,1024,1024,6708,7,0,111736.08,215.9,551.3,279.9,399.2
1416,train/1416.jpg,1024,1024,6709,7,0,250537.44,0.0,187.3,379.2,660.7
1416,train/1416.jpg,1024,1024,6710,5,0,12303.16,0.0,825.9,62.2,197.8
1416,train/1416.jpg,1024,1024,6711,7,0,74359.67,23.9,772.4,295.9,251.3
1417,train/1417.jpg,1024,1024,6712,1,0,4899.4,958.2,0.0,65.5,74.8
1417,train/1417.jpg,1024,1024,6713,1,0,8234.04,907.4,142.6,116.3,70.8
1417,train/1417.jpg,1024,1024,6714,1,0,3679.92,969.9,298.3,53.8,68.4
1417,train/1417.jpg,1024,1024,6715,1,0,19989.93,915.0,141.9,108.7,183.9
1417,train/1417.jpg,1024,1024,6716,1,0,78519.24,646.1,142.2,294.3,266.8
1417,train/1417.jpg,1024,1024,6717,1,0,133575.03,166.6,92.1,335.7,397.9
1417,train/1417.jpg,1024,1024,6718,1,0,29742.02,234.7,228.9,238.7,124.6
1417,train/1417.jpg,1024,1024,6719,0,0,1160.78,338.3,317.0,45.7,25.4
1417,train/1417.jpg,1024,1024,6720,1,0,1176.0,264.9,326.8,49.0,24.0
1417,train/1417.jpg,1024,1024,6721,3,0,6816.88,259.0,470.7,65.8,103.6
1417,train/1417.jpg,1024,1024,6722,1,0,202082.68,284.4,559.1,517.1,390.8
1417,train/1417.jpg,1024,1024,6723,1,0,322637.1,256.8,361.7,529.0,609.9
1417,train/1417.jpg,1024,1024,6724,1,0,140810.9,311.9,425.7,351.5,400.6
1417,train/1417.jpg,1024,1024,6725,1,0,89376.16,420.8,395.5,260.8,342.7
1417,train/1417.jpg,1024,1024,6726,1,0,86587.52,319.5,437.5,280.4,308.8
1417,train/1417.jpg,1024,1024,6727,7,0,928.4,800.0,704.3,21.1,44.0
1418,train/1418.jpg,1024,1024,6728,7,0,308338.24,23.0,159.6,501.2,615.2
1418,train/1418.jpg,1024,1024,6729,6,0,5084.86,198.1,335.8,159.4,31.9
1418,train/1418.jpg,1024,1024,6730,6,0,1183.93,264.2,338.1,51.7,22.9
1418,train/1418.jpg,1024,1024,6731,1,0,27768.64,286.8,942.8,342.4,81.1
1418,train/1418.jpg,1024,1024,6732,6,0,5030.76,186.5,354.6,67.8,74.2
1418,train/1418.jpg,1024,1024,6733,1,0,39478.78,765.7,871.0,258.2,152.9
1418,train/1418.jpg,1024,1024,6734,1,0,5037.83,848.8,946.2,91.1,55.3
1418,train/1418.jpg,1024,1024,6735,1,0,19545.12,847.5,884.7,176.4,110.8
1418,train/1418.jpg,1024,1024,6736,0,0,181468.16,715.7,204.2,308.2,588.8
1418,train/1418.jpg,1024,1024,6737,1,0,1986.9,917.8,271.7,55.5,35.8
1418,train/1418.jpg,1024,1024,6738,1,0,5257.8,947.4,229.1,76.2,69.0
1418,train/1418.jpg,1024,1024,6739,1,0,4553.96,961.0,234.2,62.9,72.4
1418,train/1418.jpg,1024,1024,6740,6,0,8045.18,248.6,361.7,126.1,63.8
1418,train/1418.jpg,1024,1024,6741,6,0,4012.8,207.8,378.6,76.0,52.8
1418,train/1418.jpg,1024,1024,6742,1,0,48231.3,481.5,528.1,223.5,215.8
1418,train/1418.jpg,1024,1024,6743,1,0,3872.88,527.9,589.8,118.8,32.6
1418,train/1418.jpg,1024,1024,6744,1,0,15752.52,330.2,955.6,230.3,68.4
1419,train/1419.jpg,1024,1024,6745,7,0,32324.04,302.5,60.6,114.3,282.8
1419,train/1419.jpg,1024,1024,6746,7,0,14812.05,413.7,299.7,95.5,155.1
1419,train/1419.jpg,1024,1024,6747,7,0,25740.76,360.9,179.5,182.3,141.2
1419,train/1419.jpg,1024,1024,6748,7,0,103746.72,255.7,305.4,215.6,481.2
1419,train/1419.jpg,1024,1024,6749,7,0,95703.2,157.0,489.0,227.0,421.6
1419,train/1419.jpg,1024,1024,6750,7,0,70956.45,665.4,337.3,193.5,366.7
1419,train/1419.jpg,1024,1024,6751,0,0,7257.83,727.9,297.3,84.1,86.3
1419,train/1419.jpg,1024,1024,6752,7,0,45335.3,559.2,529.3,171.4,264.5
1419,train/1419.jpg,1024,1024,6753,7,0,55735.44,465.8,308.8,211.6,263.4
1419,train/1419.jpg,1024,1024,6754,7,0,70900.48,416.5,489.0,154.4,459.2
1419,train/1419.jpg,1024,1024,6755,0,0,3163.94,419.0,504.6,55.9,56.6
1420,train/1420.jpg,1024,1024,6756,7,0,75366.0,378.6,507.7,318.0,237.0
1421,train/1421.jpg,1024,1024,6757,0,0,11035.36,478.5,823.6,165.2,66.8
1421,train/1421.jpg,1024,1024,6758,1,0,483382.04,127.3,249.9,737.2,655.7
1421,train/1421.jpg,1024,1024,6759,6,0,9001.5,0.0,863.0,85.0,105.9
1422,train/1422.jpg,1024,1024,6760,1,0,246352.35,298.4,395.9,480.5,512.7
1422,train/1422.jpg,1024,1024,6761,1,0,141037.15,369.5,0.0,333.5,422.9
1422,train/1422.jpg,1024,1024,6762,1,0,28862.35,457.1,307.8,270.5,106.7
1422,train/1422.jpg,1024,1024,6763,1,0,2831.76,499.8,331.2,64.8,43.7
1422,train/1422.jpg,1024,1024,6764,1,0,2381.35,509.0,321.4,48.5,49.1
1422,train/1422.jpg,1024,1024,6765,1,0,15326.43,591.0,234.7,123.7,123.9
1422,train/1422.jpg,1024,1024,6766,1,0,129965.4,386.3,422.6,350.5,370.8
1422,train/1422.jpg,1024,1024,6767,1,0,2169.16,661.1,385.7,50.8,42.7
1422,train/1422.jpg,1024,1024,6768,1,0,136817.0,306.0,319.0,355.0,385.4
1422,train/1422.jpg,1024,1024,6769,1,0,86894.79,445.2,373.8,291.3,298.3
1422,train/1422.jpg,1024,1024,6770,1,0,46931.12,371.0,433.1,206.2,227.6
1422,train/1422.jpg,1024,1024,6771,5,0,4510.05,480.3,82.3,84.3,53.5
1423,train/1423.jpg,1024,1024,6772,3,0,84424.89,445.2,232.0,171.7,491.7
1424,train/1424.jpg,1024,1024,6773,2,0,87117.68,573.1,536.8,317.6,274.3
1424,train/1424.jpg,1024,1024,6774,0,0,25250.15,200.9,532.0,174.5,144.7
1425,train/1425.jpg,1024,1024,6775,1,0,179186.4,186.9,409.1,492.0,364.2
1426,train/1426.jpg,1024,1024,6776,5,0,1723.5,528.9,389.6,45.0,38.3
1426,train/1426.jpg,1024,1024,6777,7,0,135381.54,615.6,72.1,341.7,396.2
1426,train/1426.jpg,1024,1024,6778,6,0,45454.44,556.0,322.5,197.8,229.8
1426,train/1426.jpg,1024,1024,6779,0,0,4615.24,705.7,482.5,74.2,62.2
1426,train/1426.jpg,1024,1024,6780,7,0,4663.2,704.7,433.8,67.0,69.6
1426,train/1426.jpg,1024,1024,6781,7,0,4336.28,703.3,409.1,80.6,53.8
1426,train/1426.jpg,1024,1024,6782,7,0,16850.69,30.5,539.7,143.9,117.1
1426,train/1426.jpg,1024,1024,6783,5,0,4671.72,335.2,225.3,68.4,68.3
1426,train/1426.jpg,1024,1024,6784,1,0,2085.02,346.8,246.6,56.2,37.1
1426,train/1426.jpg,1024,1024,6785,1,0,16496.76,97.5,501.6,114.8,143.7
1426,train/1426.jpg,1024,1024,6786,1,0,25710.8,142.6,481.5,161.5,159.2
1426,train/1426.jpg,1024,1024,6787,7,0,30313.25,273.9,531.0,182.5,166.1
1426,train/1426.jpg,1024,1024,6788,1,0,9257.48,300.7,696.1,79.6,116.3
1426,train/1426.jpg,1024,1024,6789,7,0,191289.61,344.0,540.7,426.7,448.3
1426,train/1426.jpg,1024,1024,6790,0,0,478.24,358.6,190.2,9.8,48.8
1426,train/1426.jpg,1024,1024,6791,0,0,15218.71,678.9,334.5,70.1,217.1
1427,train/1427.jpg,1024,1024,6792,0,0,163723.2,211.3,264.9,552.0,296.6
1427,train/1427.jpg,1024,1024,6793,0,0,112861.98,257.0,247.9,431.1,261.8
1427,train/1427.jpg,1024,1024,6794,0,0,100576.8,353.2,255.0,366.4,274.5
1428,train/1428.jpg,1024,1024,6795,6,0,263431.41,332.5,295.1,574.3,458.7
1429,train/1429.jpg,1024,1024,6796,1,0,149039.72,252.6,307.6,474.8,313.9
1430,train/1430.jpg,1024,1024,6797,0,0,3107.16,305.5,390.4,27.4,113.4
1430,train/1430.jpg,1024,1024,6798,2,0,73966.8,311.6,441.2,318.0,232.6
1431,train/1431.jpg,1024,1024,6799,7,0,191733.63,205.5,339.8,455.1,421.3
1432,train/1432.jpg,1024,1024,6800,0,0,256511.63,375.9,158.5,466.3,550.1
1433,train/1433.jpg,1024,1024,6801,5,0,439680.36,12.2,290.3,797.1,551.6
1433,train/1433.jpg,1024,1024,6802,7,0,295896.12,114.1,316.4,581.1,509.2
1433,train/1433.jpg,1024,1024,6803,2,0,18032.92,358.3,531.3,156.4,115.3
1433,train/1433.jpg,1024,1024,6804,0,0,92394.0,278.0,499.6,318.6,290.0
1434,train/1434.jpg,1024,1024,6805,2,0,167792.82,145.3,415.0,517.4,324.3
1435,train/1435.jpg,1024,1024,6806,6,0,2942.85,339.3,394.4,34.5,85.3
1435,train/1435.jpg,1024,1024,6807,1,0,29095.8,529.6,146.8,204.9,142.0
1435,train/1435.jpg,1024,1024,6808,1,0,20334.48,560.1,133.1,131.7,154.4
1435,train/1435.jpg,1024,1024,6809,7,0,28091.92,359.6,107.2,200.8,139.9
1435,train/1435.jpg,1024,1024,6810,0,0,2011.68,360.0,131.0,39.6,50.8
1435,train/1435.jpg,1024,1024,6811,6,0,123193.2,364.0,226.8,387.4,318.0
1435,train/1435.jpg,1024,1024,6812,3,0,45724.84,135.8,446.7,227.6,200.9
1435,train/1435.jpg,1024,1024,6813,7,0,200134.11,291.2,464.0,487.3,410.7
1435,train/1435.jpg,1024,1024,6814,7,0,135383.64,12.5,616.1,344.4,393.1
1435,train/1435.jpg,1024,1024,6815,5,0,7749.32,180.5,938.2,128.3,60.4
1435,train/1435.jpg,1024,1024,6816,5,0,10276.14,502.5,377.1,170.7,60.2
1435,train/1435.jpg,1024,1024,6817,3,0,10325.7,283.1,639.5,115.5,89.4
1435,train/1435.jpg,1024,1024,6818,5,0,31143.84,209.6,671.5,142.6,218.4
1435,train/1435.jpg,1024,1024,6819,5,0,62253.85,95.8,616.9,224.5,277.3
1435,train/1435.jpg,1024,1024,6820,5,0,11470.56,119.5,830.0,110.4,103.9
1435,train/1435.jpg,1024,1024,6821,5,0,6240.78,203.5,775.4,81.9,76.2
1435,train/1435.jpg,1024,1024,6822,5,0,5756.4,193.7,894.2,73.8,78.0
1435,train/1435.jpg,1024,1024,6823,5,0,2000.25,266.2,921.1,52.5,38.1
1435,train/1435.jpg,1024,1024,6824,5,0,2481.6,253.0,890.2,52.8,47.0
1435,train/1435.jpg,1024,1024,6825,2,0,17518.48,13.9,732.4,114.8,152.6
1436,train/1436.jpg,1024,1024,6826,4,0,112470.98,331.9,361.4,498.1,225.8
1436,train/1436.jpg,1024,1024,6827,7,0,36783.6,0.0,0.0,151.0,243.6
1437,train/1437.jpg,1024,1024,6828,0,0,16060.25,681.0,372.8,141.5,113.5
1437,train/1437.jpg,1024,1024,6829,1,0,190246.74,249.2,357.3,583.4,326.1
1438,train/1438.jpg,1024,1024,6830,7,0,12214.5,220.8,310.3,85.0,143.7
1438,train/1438.jpg,1024,1024,6831,7,0,1215.84,615.3,272.0,44.7,27.2
1438,train/1438.jpg,1024,1024,6832,7,0,45745.4,374.2,287.7,180.1,254.0
1438,train/1438.jpg,1024,1024,6833,7,0,84629.04,524.9,273.5,254.6,332.4
1438,train/1438.jpg,1024,1024,6834,7,0,33010.78,561.8,520.1,199.1,165.8
1439,train/1439.jpg,1024,1024,6835,7,0,326635.7,165.3,447.0,691.0,472.7
1439,train/1439.jpg,1024,1024,6836,7,0,56013.38,772.1,411.1,164.6,340.3
1439,train/1439.jpg,1024,1024,6837,7,0,109687.29,598.1,103.6,281.9,389.1
1440,train/1440.jpg,1024,1024,6838,3,0,48094.04,433.0,443.3,160.1,300.4
1440,train/1440.jpg,1024,1024,6839,0,0,8124.1,955.2,798.0,68.5,118.6
1440,train/1440.jpg,1024,1024,6840,0,0,2427.84,0.0,940.7,56.2,43.2
1441,train/1441.jpg,1024,1024,6841,7,0,151153.28,329.5,386.8,377.6,400.3
1442,train/1442.jpg,1024,1024,6842,4,0,153779.92,416.5,456.5,543.2,283.1
1443,train/1443.jpg,1024,1024,6843,7,0,100045.62,102.3,305.8,246.6,405.7
1443,train/1443.jpg,1024,1024,6844,7,0,273927.54,527.7,190.6,373.3,733.8
1443,train/1443.jpg,1024,1024,6845,7,0,202377.24,235.2,345.1,312.6,647.4
1444,train/1444.jpg,1024,1024,6846,5,0,280166.59,165.1,464.6,773.3,362.3
1445,train/1445.jpg,1024,1024,6847,1,0,265604.04,725.1,134.4,298.7,889.2
1445,train/1445.jpg,1024,1024,6848,1,0,1047961.69,0.0,0.0,1023.7,1023.7
1445,train/1445.jpg,1024,1024,6849,1,0,60317.11,776.6,779.5,247.1,244.1
1445,train/1445.jpg,1024,1024,6850,1,0,3334.5,717.7,355.9,51.3,65.0
1445,train/1445.jpg,1024,1024,6851,0,0,48479.77,723.8,279.7,178.3,271.9
1445,train/1445.jpg,1024,1024,6852,1,0,262783.44,45.2,433.8,577.8,454.8
1445,train/1445.jpg,1024,1024,6853,4,0,58282.84,542.0,446.0,177.8,327.8
1445,train/1445.jpg,1024,1024,6854,7,0,108981.33,365.0,695.5,422.9,257.7
1445,train/1445.jpg,1024,1024,6855,0,0,6075.3,175.0,577.4,77.0,78.9
1445,train/1445.jpg,1024,1024,6856,5,0,103237.65,0.0,331.9,191.5,539.1
1445,train/1445.jpg,1024,1024,6857,7,0,45218.92,1.3,349.5,211.6,213.7
1445,train/1445.jpg,1024,1024,6858,5,0,229250.32,165.1,157.5,643.6,356.2
1445,train/1445.jpg,1024,1024,6859,2,0,37607.55,335.7,524.2,183.9,204.5
1446,train/1446.jpg,1024,1024,6860,7,0,306254.48,235.3,275.3,626.8,488.6
1446,train/1446.jpg,1024,1024,6861,1,0,11066.22,278.7,430.0,75.9,145.8
1446,train/1446.jpg,1024,1024,6862,1,0,81129.24,464.9,317.0,368.1,220.4
1446,train/1446.jpg,1024,1024,6863,1,0,44872.3,363.3,420.1,214.7,209.0
1446,train/1446.jpg,1024,1024,6864,1,0,81089.42,233.3,312.1,245.8,329.9
1446,train/1446.jpg,1024,1024,6865,0,0,23684.64,561.1,372.3,186.2,127.2
1446,train/1446.jpg,1024,1024,6866,7,0,7283.08,609.2,459.4,103.6,70.3
1446,train/1446.jpg,1024,1024,6867,5,0,4315.68,708.7,490.7,97.2,44.4
1446,train/1446.jpg,1024,1024,6868,5,0,12503.52,506.6,584.1,136.8,91.4
1447,train/1447.jpg,1024,1024,6869,1,0,19860.5,945.3,386.0,78.5,253.0
1447,train/1447.jpg,1024,1024,6870,1,0,117337.48,667.4,318.6,326.3,359.6
1447,train/1447.jpg,1024,1024,6871,1,0,171600.0,20.6,229.6,400.0,429.0
1447,train/1447.jpg,1024,1024,6872,6,0,118171.88,411.2,212.3,263.6,448.3
1447,train/1447.jpg,1024,1024,6873,1,0,63350.56,810.9,68.1,212.8,297.7
1447,train/1447.jpg,1024,1024,6874,3,0,9888.39,841.9,116.5,117.3,84.3
1447,train/1447.jpg,1024,1024,6875,1,0,7438.86,980.8,181.2,42.9,173.4
1447,train/1447.jpg,1024,1024,6876,1,0,6246.64,978.5,304.4,45.2,138.2
1447,train/1447.jpg,1024,1024,6877,0,0,4023.0,856.9,401.9,89.4,45.0
1447,train/1447.jpg,1024,1024,6878,7,0,929.28,817.3,327.1,52.8,17.6
1447,train/1447.jpg,1024,1024,6879,0,0,48342.64,674.0,359.6,313.1,154.4
1447,train/1447.jpg,1024,1024,6880,5,0,19992.52,819.6,396.5,140.2,142.6
1447,train/1447.jpg,1024,1024,6881,0,0,9947.79,898.5,388.1,96.3,103.3
1447,train/1447.jpg,1024,1024,6882,0,0,817.26,783.5,468.0,25.7,31.8
1447,train/1447.jpg,1024,1024,6883,0,0,8953.9,770.3,384.3,78.2,114.5
1447,train/1447.jpg,1024,1024,6884,5,0,7237.44,857.1,464.9,100.8,71.8
1447,train/1447.jpg,1024,1024,6885,5,0,1148.06,822.6,488.6,41.9,27.4
1448,train/1448.jpg,1024,1024,6886,5,0,130411.04,420.3,239.1,180.8,721.3
1449,train/1449.jpg,1024,1024,6887,1,0,4873.76,76.9,635.7,66.4,73.4
1449,train/1449.jpg,1024,1024,6888,1,0,1156.5,121.2,580.3,25.7,45.0
1449,train/1449.jpg,1024,1024,6889,1,0,5069.12,693.5,470.1,116.8,43.4
1449,train/1449.jpg,1024,1024,6890,7,0,321386.38,118.9,228.6,634.9,506.2
1450,train/1450.jpg,1024,1024,6891,7,0,393220.34,75.2,211.0,656.9,598.6
1450,train/1450.jpg,1024,1024,6892,7,0,7624.2,433.8,248.4,78.6,97.0
1451,train/1451.jpg,1024,1024,6893,7,0,39039.0,0.0,265.8,110.0,354.9
1451,train/1451.jpg,1024,1024,6894,7,0,122263.32,24.1,184.2,246.3,496.4
1451,train/1451.jpg,1024,1024,6895,1,0,69275.1,609.5,351.2,292.3,237.0
1451,train/1451.jpg,1024,1024,6896,1,0,58070.88,788.6,339.6,235.2,246.9
1451,train/1451.jpg,1024,1024,6897,7,0,86039.8,255.7,289.9,259.0,332.2
1451,train/1451.jpg,1024,1024,6898,1,0,137331.81,383.7,69.8,312.9,438.9
1452,train/1452.jpg,1024,1024,6899,1,0,227088.96,380.3,324.1,394.8,575.2
1452,train/1452.jpg,1024,1024,6900,7,0,227954.7,453.1,0.0,570.6,399.5
1452,train/1452.jpg,1024,1024,6901,0,0,3608.4,986.4,358.6,37.2,97.0
1453,train/1453.jpg,1024,1024,6902,1,0,121451.76,126.0,335.2,347.8,349.2
1453,train/1453.jpg,1024,1024,6903,7,0,229222.0,345.1,352.8,490.0,467.8
1453,train/1453.jpg,1024,1024,6904,1,0,114852.42,387.4,496.5,352.2,326.1
1453,train/1453.jpg,1024,1024,6905,1,0,14451.9,576.7,361.1,215.7,67.0
1454,train/1454.jpg,1024,1024,6906,0,0,166635.0,391.9,376.1,322.0,517.5
1455,train/1455.jpg,1024,1024,6907,1,0,17193.71,602.1,733.7,122.9,139.9
1455,train/1455.jpg,1024,1024,6908,1,0,2153.33,673.9,769.0,34.9,61.7
1455,train/1455.jpg,1024,1024,6909,7,0,1315.28,733.1,633.7,32.8,40.1
1455,train/1455.jpg,1024,1024,6910,7,0,3177.3,423.3,875.9,62.3,51.0
1455,train/1455.jpg,1024,1024,6911,0,0,165595.8,322.4,404.3,460.5,359.6
1455,train/1455.jpg,1024,1024,6912,7,0,122054.4,304.1,377.1,468.0,260.8
1455,train/1455.jpg,1024,1024,6913,5,0,69304.18,140.9,600.4,311.9,222.2
1455,train/1455.jpg,1024,1024,6914,5,0,48549.28,159.8,628.6,274.6,176.8
1455,train/1455.jpg,1024,1024,6915,7,0,45031.7,116.1,613.6,279.7,161.0
1455,train/1455.jpg,1024,1024,6916,5,0,10131.42,282.4,663.9,120.9,83.8
1456,train/1456.jpg,1024,1024,6917,1,0,1047961.69,0.0,0.0,1023.7,1023.7
1456,train/1456.jpg,1024,1024,6918,5,0,207659.18,315.3,247.9,421.9,492.2
1457,train/1457.jpg,1024,1024,6919,3,0,165810.83,346.9,395.5,455.9,363.7
1457,train/1457.jpg,1024,1024,6920,0,0,26187.46,687.2,901.4,214.3,122.2
1458,train/1458.jpg,1024,1024,6921,4,0,77043.72,240.8,415.5,226.2,340.6
1458,train/1458.jpg,1024,1024,6922,4,0,45186.96,577.4,415.0,206.9,218.4
1459,train/1459.jpg,1024,1024,6923,0,0,85281.93,284.9,316.7,398.7,213.9
1460,train/1460.jpg,1024,1024,6924,4,0,26432.0,654.2,461.2,128.0,206.5
1460,train/1460.jpg,1024,1024,6925,4,0,33306.09,397.9,276.1,182.9,182.1
